AI,r,m,v,,
0.031356862,0.623532139,-0.314285714,0.104353985,175,6
0.012133881,0.590531263,-0.314285714,0.138969263,176,6
0.087992998,0.616929741,-0.314285714,-0.152173471,177,6
0.027335892,0.622351671,-0.314285714,-0.201876111,178,6
0.021478341,0.574494292,-0.314285714,-0.219813961,179,6
0.045040931,0.587954613,-0.314285714,0.056352968,180,6
0.039352135,0.570666538,-0.314285714,0.327816172,181,6
0.012963477,0.634797065,-0.314285714,-0.315072859,182,6
0.017288638,0.586337935,-0.314285714,-0.226736799,183,6
0.00693756,0.651135971,-0.314285714,0.746452675,184,6
0.048674845,0.627989275,-0.314285714,0.174920113,185,6
0.011481124,0.651250424,-0.314285714,-0.055581466,186,6
0.004210878,0.924298372,-0.314285714,0.371660406,187,6
0.003696227,0.897765552,-0.314285714,0.102718597,188,6
0.002783557,0.917299123,-0.314285714,0.101868898,189,6
0.012966426,0.896325899,-0.314285714,0.226905614,190,6
0.025525153,0.860604248,-0.314285714,0.080377185,191,6
0.003780747,0.84768047,-0.314285714,0.5189383,192,6
0.003944723,0.838065545,-0.314285714,0.097476041,193,6
0.010635426,0.816775961,-0.314285714,-0.092718812,194,6
0.007367387,0.79388683,-0.314285714,0.010079292,195,6
0.014546344,0.807843431,-0.314285714,0.032832874,196,6
0.021620336,0.802507245,-0.314285714,0.100955605,197,6
0.011178403,0.775284586,-0.314285714,0.092996765,198,6
0.016226107,0.789951519,-0.314285714,-0.046869256,199,6
0.017390546,0.734156681,-0.314285714,0.117478829,200,6
0.010983096,0.738164348,-0.314285714,0.063160088,201,6
0.004839618,0.759458411,-0.314285714,0.141198437,202,6
0.016354474,0.689059417,-0.314285714,-0.352141716,203,6
0.015316627,0.692409378,-0.314285714,-0.435344298,204,6
0.006000538,0.674303835,-0.314285714,0.624540823,205,6
0.013849888,0.684205674,-0.314285714,0.071788494,206,6
0.00837953,0.716954053,-0.314285714,0.316097452,207,6
0.004136512,0.779460776,-0.314285714,0.247495256,208,6
0.009999512,0.757912508,-0.314285714,-0.342470476,209,6
0.002820864,0.7538705,-0.314285714,0.304716899,210,6
0.002271912,0.790746653,-0.314285714,0.454567478,211,6
0.012208965,0.799549533,-0.314285714,-0.553437866,212,6
0.003477474,0.817919132,-0.314285714,0.339330534,213,6
0.019664386,0.811659076,-0.314285714,-0.625489904,214,6
0.030099116,0.781018619,-0.314285714,-0.262451064,215,6
0.005053165,0.803344031,-0.314285714,0.212276275,216,6
0.014912856,0.778602814,-0.314285714,-0.304722048,217,6
0.015453946,0.744844356,-0.314285714,-0.428875972,218,6
0.008380899,0.785561298,-0.314285714,0.156196007,219,6
0.004158518,0.81696674,-0.314285714,0.34545599,220,6
0.003049312,0.819953096,-0.314285714,0.179895561,221,6
0.015966716,0.842935517,-0.314285714,-0.105241991,222,6
0.002488601,0.974010654,-0.314285714,0.265224271,223,6
0.001621862,0.989082532,-0.314285714,0.396138751,224,6
0.003099438,0.964055091,-0.314285714,0.050777534,225,6
0.013067745,0.919190884,-0.314285714,0.178617334,226,6
0.034297125,0.956557788,-0.314285714,0.059119196,227,6
0.006349021,0.85374228,-0.314285714,0.307286736,228,6
0.008491119,0.878606611,-0.314285714,0.28315261,229,6
0.024237148,0.900759872,-0.314285714,0.379741687,230,6
0.01551405,0.817752177,-0.314285714,0.051455923,231,6
0.015642299,0.769819234,-0.314285714,0.204091338,232,6
0.009320002,0.760275281,-0.314285714,0.111110093,233,6
0.006583984,0.760751061,-0.314285714,0.172814635,234,6
0.01211896,0.728265072,-0.314285714,0.145727317,235,6
0.0244201,0.776729101,-0.314285714,0.393224514,236,6
0.017670733,0.676514878,-0.657142857,0.024039586,237,7
0.02111506,0.642635648,-0.657142857,0.283230671,238,7
0.036190891,0.638160165,-0.657142857,-0.082149165,239,7
0.005899959,0.653046449,-0.657142857,0.024757839,240,7
0.025367628,0.638282475,-0.657142857,0.0379493,241,7
0.013771294,0.631360395,-0.657142857,-0.396144089,242,7
0.024552858,0.625500118,-0.657142857,-0.37610716,243,7
0.003055231,0.675237388,-0.657142857,-0.015512702,244,7
0.019623912,0.646899479,-0.657142857,0.104353985,245,7
0.011060125,0.65281595,-0.657142857,0.138969263,246,7
0.056124836,0.632390409,-0.657142857,-0.152173471,247,7
0.037576487,0.651927913,-0.657142857,-0.201876111,248,7
0.003813587,0.687108337,-0.657142857,-0.219813961,249,7
0.044247207,0.662678124,-0.657142857,0.056352968,250,7
0.002140678,0.710837974,-0.657142857,0.327816172,251,7
0.010758288,0.717660668,-0.657142857,-0.315072859,252,7
0.003398813,0.708688426,-0.657142857,-0.226736799,253,7
0.025962305,0.668691108,-0.657142857,0.174920113,254,7
0.012961282,0.62511361,-0.657142857,-0.055581466,255,7
0.00294927,0.929388395,-0.657142857,0.590860127,256,7
0.003643324,0.844691093,-0.657142857,0.371660406,257,7
0.001888999,0.778889788,-0.657142857,0.110682522,258,7
0.002347463,0.8148224,-0.657142857,0.102718597,259,7
0.008199775,0.836513712,-0.657142857,0.226905614,260,7
0.007024369,0.789361677,-0.657142857,0.080377185,261,7
0.003339259,0.729683325,-0.657142857,-0.092718812,262,7
0.002667165,0.712464254,-0.657142857,0.010079292,263,7
0.005513002,0.739053355,-0.657142857,0.032832874,264,7
0.011780251,0.751504887,-0.657142857,0.100955605,265,7
0.004187371,0.702112338,-0.657142857,0.092996765,266,7
0.005808017,0.700928683,-0.657142857,-0.046869256,267,7
0.012007262,0.659086401,-0.657142857,0.117478829,268,7
0.007335311,0.684118774,-0.657142857,0.063160088,269,7
0.025131567,0.657864316,-0.657142857,-0.352141716,270,7
0.009330987,0.678270077,-0.657142857,-0.435344298,271,7
0.00589739,0.694513536,-0.657142857,0.316097452,272,7
0.006440781,0.73416327,-0.657142857,0.247495256,273,7
0.003989691,0.732968023,-0.657142857,-0.342470476,274,7
0.003326627,0.720177201,-0.657142857,-0.625489904,275,7
0.004558352,0.825766805,-0.657142857,0.065617987,276,7
0.001932971,0.763122107,-0.657142857,0.670870244,277,7
0.008705908,0.691520535,-0.657142857,-0.262451064,278,7
0.004056008,0.721097395,-0.657142857,0.212276275,279,7
0.006019818,0.6926841,-0.657142857,-0.304722048,280,7
0.002745035,0.826609165,-0.657142857,0.34545599,281,7
0.003132647,0.882770368,-0.657142857,-0.105241991,282,7
0.004248904,0.840270385,-0.657142857,0.178617334,283,7
0.016533762,0.88389971,-0.657142857,0.059119196,284,7
0.001285474,0.806916739,-0.657142857,0.322513471,285,7
0.018258763,0.830535698,-0.657142857,0.379741687,286,7
0.004737458,0.749257732,-0.657142857,0.051455923,287,7
0.012137747,0.716345744,-0.657142857,0.204091338,288,7
0.010184072,0.713913389,-0.657142857,0.111110093,289,7
0.003259474,0.696527835,-0.657142857,0.172814635,290,7
0.013840657,0.662043457,-0.657142857,0.145727317,291,7
0.013772641,0.830070858,-0.314285714,0.024039586,292,8
0.004384798,0.847897793,-0.314285714,0.283230671,293,8
0.037813108,0.816170376,-0.314285714,-0.082149165,294,8
0.01554853,0.698573616,-0.314285714,0.233249123,295,8
0.007687169,0.768268866,-0.314285714,0.024757839,296,8
0.020541147,0.796680669,-0.314285714,0.0379493,297,8
0.003041934,0.86923908,-0.314285714,-0.396144089,298,8
0.003511848,0.84300649,-0.314285714,-0.37610716,299,8
0.006688356,0.739375934,-0.314285714,0.030260449,300,8
0.003433553,0.780153617,-0.314285714,-0.015512702,301,8
0.005930091,0.813206348,-0.314285714,0.104353985,302,8
0.007792683,0.615457024,-0.314285714,-0.071903459,303,8
0.002290476,0.68853691,-0.314285714,0.582089937,304,8
0.002922279,0.920202609,-0.314285714,0.371660406,305,8
0.015347682,0.688969678,-0.314285714,-0.018179249,306,8
0.052595027,0.569429728,-0.314285714,0.396588657,307,8
0.074614807,0.564100667,-0.314285714,0.101868898,308,8
0.0578386,0.639582128,-0.314285714,0.226905614,309,8
0.040198255,0.694511459,-0.314285714,0.080377185,310,8
0.02415909,0.622783903,-0.314285714,0.377702251,311,8
0.05863586,0.57235317,-0.314285714,0.175132282,312,8
0.005651477,0.771976903,-0.314285714,0.5189383,313,8
0.009771173,0.78448041,-0.314285714,-0.092718812,314,8
0.011694295,0.757672509,-0.314285714,0.010079292,315,8
0.016060548,0.694126569,-0.314285714,0.032832874,316,8
0.170851383,0.636701433,-0.314285714,0.100955605,317,8
0.023295575,0.736852186,-0.314285714,0.092996765,318,8
0.011308661,0.809540351,-0.314285714,-0.046869256,319,8
0.025988801,0.797836131,-0.314285714,0.117478829,320,8
0.013866662,0.726455366,-0.314285714,0.063160088,321,8
0.041194343,0.643330596,-0.314285714,0.141198437,322,8
0.001458373,0.96766534,-0.314285714,0.065617987,323,8
0.006741021,0.854287109,-0.314285714,-0.262451064,324,8
0.001583953,0.914093971,-0.314285714,0.212276275,325,8
0.003732176,0.87969306,-0.314285714,-0.428875972,326,8
0.003100207,0.787230352,-0.314285714,0.473065614,327,8
0.002559849,0.853609346,-0.314285714,0.265224271,328,8
0.003120008,0.805236398,-0.314285714,0.050777534,329,8
0.005444659,0.749419024,-0.314285714,0.461935473,330,8
0.02674881,0.846773119,-0.314285714,0.059119196,331,8
0.010476991,0.818549364,-0.314285714,0.307286736,332,8
0.007439894,0.757978699,-0.314285714,0.28315261,333,8
0.096214625,0.716360955,-0.314285714,0.379741687,334,8
0.003514267,0.806182794,-0.542857143,0.024039586,335,9
0.00537598,0.788662711,-0.542857143,-0.082149165,336,9
0.006094096,0.661112692,-0.542857143,0.233249123,337,9
0.010053868,0.767137374,-0.542857143,0.0379493,338,9
0.001651049,0.81762734,-0.542857143,-0.37610716,339,9
0.003336656,0.707697241,-0.542857143,0.030260449,340,9
0.001538205,0.751942555,-0.542857143,-0.015512702,341,9
0.001401473,0.912698497,-0.542857143,0.371660406,342,9
0.004694951,0.701875989,-0.542857143,-0.018179249,343,9
0.015302063,0.601908921,-0.542857143,0.396588657,344,9
0.041907516,0.577134755,-0.542857143,0.101868898,345,9
0.024920402,0.632267036,-0.542857143,0.226905614,346,9
0.012077503,0.674485406,-0.542857143,0.080377185,347,9
0.012654399,0.600119578,-0.542857143,0.377702251,348,9
0.016011693,0.549724708,-0.542857143,0.175132282,349,9
0.00219737,0.752300065,-0.542857143,0.5189383,350,9
0.004097074,0.761411296,-0.542857143,-0.092718812,351,9
0.006355456,0.730049273,-0.542857143,0.010079292,352,9
0.007866617,0.662860161,-0.542857143,0.032832874,353,9
0.06967685,0.599619328,-0.542857143,0.100955605,354,9
0.006517522,0.705429601,-0.542857143,0.092996765,355,9
0.006467815,0.769661897,-0.542857143,0.117478829,356,9
0.005603251,0.691342585,-0.542857143,0.063160088,357,9
0.023672973,0.603663248,-0.542857143,0.141198437,358,9
0.002301357,0.801596145,-0.542857143,0.307286736,359,9
0.002861722,0.743440518,-0.542857143,0.28315261,360,9
0.022214024,0.707645808,-0.542857143,0.379741687,361,9
0.013086172,0.82389647,-0.2,0.024039586,362,10
0.004081482,0.84060518,-0.2,0.283230671,363,10
0.027097662,0.807925865,-0.2,-0.082149165,364,10
0.012733302,0.687124704,-0.2,0.233249123,365,10
0.00804335,0.758048413,-0.2,0.024757839,366,10
0.019686719,0.78697136,-0.2,0.0379493,367,10
0.004206121,0.834018029,-0.2,-0.37610716,368,10
0.008330113,0.726938988,-0.2,0.030260449,369,10
0.004225019,0.768459316,-0.2,-0.015512702,370,10
0.007498972,0.802704587,-0.2,0.104353985,371,10
0.005654497,0.63182487,-0.2,-0.071903459,372,10
0.002506554,0.697791199,-0.2,0.582089937,373,10
0.00238603,0.967953912,-0.2,0.336701259,374,10
0.004820944,0.918803423,-0.2,0.371660406,375,10
0.003548537,0.912857284,-0.2,0.102718597,376,10
0.020395521,0.695991596,-0.2,-0.018179249,377,10
0.040787262,0.581855827,-0.2,0.396588657,378,10
0.099573131,0.571864166,-0.2,0.101868898,379,10
0.093141198,0.641958157,-0.2,0.226905614,380,10
0.070531669,0.69262734,-0.2,0.080377185,381,10
0.037551562,0.620681153,-0.2,0.377702251,382,10
0.010027992,0.768961343,-0.2,0.5189383,383,10
0.01630754,0.751836868,-0.2,0.010079292,384,10
0.022817028,0.688140755,-0.2,0.032832874,385,10
0.13176876,0.628679787,-0.2,0.100955605,386,10
0.025940965,0.729716482,-0.2,0.092996765,387,10
0.013326563,0.804062332,-0.2,-0.046869256,388,10
0.019201224,0.790259204,-0.2,0.117478829,389,10
0.016309604,0.717049116,-0.2,0.063160088,390,10
0.043910019,0.630950282,-0.2,0.141198437,391,10
0.002698749,0.964865546,-0.2,0.065617987,392,10
0.010246977,0.84881063,-0.2,-0.262451064,393,10
0.002423363,0.793020958,-0.2,0.473065614,394,10
0.006018988,0.855994955,-0.2,0.265224271,395,10
0.004251542,0.808611907,-0.2,0.050777534,396,10
0.005665145,0.753783953,-0.2,0.461935473,397,10
0.005374594,0.826470814,-0.2,0.178617334,398,10
0.051274642,0.848393334,-0.2,0.059119196,399,10
0.014248139,0.815622236,-0.2,0.307286736,400,10
0.014768383,0.756874695,-0.2,0.28315261,401,10
0.171647301,0.717546698,-0.2,0.379741687,402,10
0.012962553,0.810956849,-0.371428571,-0.082149165,403,11
0.009277986,0.783491855,-0.371428571,0.0379493,404,11
0.004416298,0.7848016,-0.371428571,-0.396144089,405,11
0.004557424,0.755359398,-0.371428571,-0.37610716,406,11
0.009037108,0.736104015,-0.371428571,0.104353985,407,11
0.004506479,0.692835604,-0.371428571,0.138969263,408,11
0.024817075,0.720989525,-0.371428571,-0.152173471,409,11
0.008837144,0.708166201,-0.371428571,-0.201876111,410,11
0.008457613,0.650927644,-0.371428571,-0.219813961,411,11
0.01153555,0.666974009,-0.371428571,0.056352968,412,11
0.012629959,0.610399007,-0.371428571,0.327816172,413,11
0.011922596,0.664393871,-0.371428571,-0.315072859,414,11
0.025017077,0.617222267,-0.371428571,-0.226736799,415,11
0.018754787,0.626998757,-0.371428571,0.746452675,416,11
0.003668233,0.76431567,-0.371428571,-0.055581466,417,11
0.009719191,0.777744911,-0.371428571,-0.352141716,418,11
0.009447847,0.768729316,-0.371428571,-0.435344298,419,11
0.001892214,0.731038597,-0.371428571,0.624540823,420,11
0.02253793,0.717554895,-0.371428571,0.071788494,421,11
0.001740776,0.762127606,-0.371428571,0.433379714,422,11
0.00382772,0.788902428,-0.371428571,0.316097452,423,11
0.00172787,0.847240293,-0.371428571,0.247495256,424,11
0.011746913,0.818637425,-0.371428571,-0.342470476,425,11
0.006741195,0.804156833,-0.371428571,0.304716899,426,11
0.002129056,0.838782846,-0.371428571,0.454567478,427,11
0.0063068,0.835462765,-0.371428571,-0.553437866,428,11
0.002674162,0.859782684,-0.371428571,0.339330534,429,11
0.001572154,0.888358898,-0.371428571,0.212276275,430,11
0.002466758,0.842383627,-0.371428571,-0.428875972,431,11
0.003110987,0.839645363,-0.371428571,0.34545599,432,11
0.009581165,0.824965867,-0.371428571,0.179895561,433,11
0.037077228,0.833986394,-0.371428571,-0.105241991,434,11
0.001003487,0.859453586,-0.371428571,0.434924784,435,11
0.003923613,0.891665488,-0.371428571,0.051455923,436,11
0.003359518,0.844672147,-0.371428571,0.204091338,437,11
0.003738257,0.833374798,-0.371428571,0.111110093,438,11
0.002721318,0.844188367,-0.371428571,0.172814635,439,11
0.003370744,0.823083892,-0.371428571,0.145727317,440,11
0.027007456,0.754492756,-0.371428571,0.393224514,441,11
0.014852834,0.745876505,-0.371428571,0.155513189,442,11
0.002270938,0.914138843,-0.371428571,0.167269692,443,11
0.003543131,0.98111801,-0.314285714,-0.082149165,444,12
0.002384053,0.682374137,-0.314285714,-0.071903459,445,12
0.004221426,0.816989081,-0.314285714,-0.018179249,446,12
0.00552568,0.722953491,-0.314285714,0.396588657,447,12
0.008592272,0.7543668,-0.314285714,0.101868898,448,12
0.007746202,0.822857174,-0.314285714,0.226905614,449,12
0.011390316,0.876260367,-0.314285714,0.080377185,450,12
0.002112188,0.832789189,-0.314285714,0.377702251,451,12
0.003946556,0.803473341,-0.314285714,0.175132282,452,12
0.002975431,0.947567174,-0.314285714,-0.092718812,453,12
0.002319685,0.966751501,-0.314285714,0.117478829,454,12
0.017014776,0.954876391,-0.314285714,0.059119196,455,12
0.00173952,0.913492513,-0.314285714,0.28315261,456,12
0.014038737,0.874177306,-0.314285714,0.379741687,457,12
0.079170049,0.562254125,-0.314285714,0.024039586,458,13
0.016494879,0.578067322,-0.314285714,0.283230671,459,13
0.052975875,0.565676533,-0.314285714,-0.082149165,460,13
0.019677327,0.600939424,-0.314285714,0.233249123,461,13
0.004043104,0.702049097,-0.314285714,0.464357724,462,13
0.030445379,0.583361458,-0.314285714,0.024757839,463,13
0.059529365,0.587028018,-0.314285714,0.0379493,464,13
0.020187962,0.609507523,-0.314285714,-0.396144089,465,13
0.014503276,0.613318183,-0.314285714,-0.37610716,466,13
0.010723247,0.644926253,-0.314285714,0.030260449,467,13
0.009084753,0.655170295,-0.314285714,-0.015512702,468,13
0.017324128,0.63855002,-0.314285714,0.104353985,469,13
0.004876692,0.677399075,-0.314285714,0.138969263,470,13
0.030637851,0.655322032,-0.314285714,-0.152173471,471,13
0.026054305,0.694283326,-0.314285714,-0.201876111,472,13
0.00704309,0.72676997,-0.314285714,-0.219813961,473,13
0.013889168,0.713651615,-0.314285714,0.056352968,474,13
0.011442643,0.780461692,-0.314285714,-0.315072859,475,13
0.014258855,0.718755627,-0.314285714,0.174920113,476,13
0.016796087,0.605764604,-0.314285714,-0.055581466,477,13
0.003509472,0.832128383,-0.314285714,-0.071903459,478,13
0.002634511,0.865066875,-0.314285714,0.460068738,479,13
0.004098192,0.825588152,-0.314285714,0.336701259,480,13
0.013761668,0.733189147,-0.314285714,0.371660406,481,13
0.014820177,0.655927193,-0.314285714,0.110682522,482,13
0.007796807,0.705399252,-0.314285714,0.102718597,483,13
0.008276017,0.754623079,-0.314285714,-0.018179249,484,13
0.005752903,0.772390294,-0.314285714,0.396588657,485,13
