AI,r,m,v,,
0.003088743,0.596086136,-0.714285714,-0.37610716,958,23
0.003429121,0.646820057,-0.714285714,0.104353985,959,23
0.00614734,0.647730904,-0.714285714,-0.152173471,960,23
0.006512061,0.687624054,-0.714285714,-0.201876111,961,23
0.005863176,0.71448516,-0.714285714,0.174920113,962,23
0.003689077,0.582817646,-0.714285714,-0.055581466,963,23
0.004339343,0.786819676,-0.714285714,0.590860127,964,23
0.002154907,0.786111786,-0.714285714,0.336701259,965,23
0.009289608,0.669544308,-0.714285714,0.371660406,966,23
0.006196694,0.565651878,-0.714285714,0.110682522,967,23
0.004013295,0.631810311,-0.714285714,0.102718597,968,23
0.001844958,0.744587224,-0.714285714,-0.018179249,969,23
0.002683917,0.738866148,-0.714285714,0.101868898,970,23
0.033264399,0.669900556,-0.714285714,0.226905614,971,23
0.018723084,0.584303748,-0.714285714,0.080377185,972,23
0.003095566,0.632579259,-0.714285714,0.377702251,973,23
0.002032365,0.669219596,-0.714285714,0.175132282,974,23
0.010058899,0.518009302,-0.714285714,0.5189383,975,23
0.005669794,0.505726711,-0.714285714,0.097476041,976,23
0.019306857,0.47511267,-0.714285714,-0.092718812,977,23
0.013086633,0.476179254,-0.714285714,0.010079292,978,23
0.039507086,0.53946729,-0.714285714,0.032832874,979,23
0.049182398,0.602211009,-0.714285714,0.100955605,980,23
0.033651052,0.495590811,-0.714285714,0.092996765,981,23
0.03959325,0.477435725,-0.714285714,0.117478829,982,23
0.015309523,0.539419759,-0.714285714,0.063160088,983,23
0.00213413,0.647611725,-0.714285714,0.141198437,984,23
0.008554817,0.636593148,-0.714285714,-0.352141716,985,23
0.007748284,0.68165127,-0.714285714,-0.435344298,986,23
0.002550843,0.785833964,-0.714285714,0.071788494,987,23
0.004476359,0.689009057,-0.714285714,0.316097452,988,23
0.003998923,0.693656154,-0.714285714,0.247495256,989,23
0.003603468,0.724308174,-0.714285714,-0.342470476,990,23
0.001382178,0.599738437,-0.714285714,0.157032663,991,23
0.017231574,0.490643028,-0.714285714,-0.625489904,992,23
0.011766832,0.694117915,-0.714285714,0.065617987,993,23
0.002048082,0.638962331,-0.714285714,0.022450377,994,23
0.00203251,0.703795485,-0.714285714,0.811120937,995,23
0.005264247,0.593062531,-0.714285714,0.670870244,996,23
0.037312974,0.479330102,-0.714285714,-0.262451064,997,23
0.005798771,0.57027457,-0.714285714,0.212276275,998,23
0.020969405,0.517356992,-0.714285714,-0.304722048,999,23
0.053471756,0.525022124,-0.714285714,-0.428875972,1000,23
0.006973367,0.597248179,-0.714285714,0.156196007,1001,23
0.002228606,0.738858051,-0.714285714,0.265224271,1002,23
0.003370457,0.728166067,-0.714285714,0.050777534,1003,23
0.001772362,0.632399528,-0.714285714,0.639063742,1004,23
0.007997908,0.635405841,-0.714285714,0.178617334,1005,23
0.013234174,0.706096336,-0.714285714,0.059119196,1006,23
0.001482786,0.70995941,-0.714285714,0.519130031,1007,23
0.001540411,0.589606554,-0.714285714,0.322513471,1008,23
0.006474652,0.517750601,-0.714285714,0.307286736,1009,23
0.004898485,0.575797708,-0.714285714,0.28315261,1010,23
0.024846263,0.636450615,-0.714285714,0.379741687,1011,23
0.005140703,0.65994851,-0.714285714,0.204091338,1012,23
0.006536143,0.671901001,-0.714285714,0.111110093,1013,23
0.008309523,0.613499589,-0.714285714,0.172814635,1014,23
0.024583866,0.567381483,-0.714285714,0.145727317,1015,23
0.002243401,0.903480202,-0.714285714,0.393224514,1016,23
0.040011019,0.790684587,0.028571429,0.024039586,1017,24
0.014771517,0.8106444,0.028571429,0.283230671,1018,24
0.097141441,0.775649713,0.028571429,-0.082149165,1019,24
0.045817986,0.645619508,0.028571429,0.233249123,1020,24
0.015460447,0.650694476,0.028571429,0.464357724,1021,24
0.027332851,0.723487853,0.028571429,0.024757839,1022,24
0.071096745,0.755174752,0.028571429,0.0379493,1023,24
0.012330892,0.834703558,0.028571429,-0.396144089,1024,24
0.014408973,0.80675004,0.028571429,-0.37610716,1025,24
0.03006398,0.695676793,0.028571429,0.030260449,1026,24
0.017036144,0.74118744,0.028571429,-0.015512702,1027,24
0.025377622,0.7758852,0.028571429,0.104353985,1028,24
0.014361437,0.845033231,0.028571429,-0.152173471,1029,24
0.01086626,0.886439278,0.028571429,-0.201876111,1030,24
0.003244999,0.906906118,0.028571429,0.174920113,1031,24
0.011228447,0.805461098,0.028571429,-0.055581466,1032,24
0.016687079,0.60265784,0.028571429,-0.071903459,1033,24
0.008831549,0.661052276,0.028571429,0.582089937,1034,24
0.009750712,0.925333184,0.028571429,0.590860127,1035,24
0.005524432,0.946865536,0.028571429,0.336701259,1036,24
0.002518067,0.999280839,0.028571429,0.260980058,1037,24
0.01075126,0.893248889,0.028571429,0.371660406,1038,24
0.005649384,0.850009417,0.028571429,0.110682522,1039,24
0.011089588,0.886654014,0.028571429,0.102718597,1040,24
0.00525122,0.920734151,0.028571429,0.275832102,1041,24
0.003857977,0.953658914,0.028571429,0.077653643,1042,24
0.113215121,0.655042789,0.028571429,-0.018179249,1043,24
0.165159778,0.535462588,0.028571429,0.396588657,1044,24
0.333208741,0.516155483,0.028571429,0.101868898,1045,24
0.30214833,0.588246583,0.028571429,0.226905614,1046,24
0.155533556,0.642863619,0.028571429,0.080377185,1047,24
0.113530513,0.562054257,0.028571429,0.377702251,1048,24
0.180037851,0.506171945,0.028571429,0.175132282,1049,24
0.022233697,0.728262519,0.028571429,0.5189383,1050,24
0.006237945,0.811241949,0.028571429,0.097476041,1051,24
0.047615662,0.740753507,0.028571429,-0.092718812,1052,24
0.044911586,0.709964478,0.028571429,0.010079292,1053,24
0.064034759,0.638438293,0.028571429,0.032832874,1054,24
0.502577481,0.573431293,0.028571429,0.100955605,1055,24
0.0615949,0.686156524,0.028571429,0.092996765,1056,24
0.03569114,0.768077081,0.028571429,-0.046869256,1057,24
0.059918843,0.754745349,0.028571429,0.117478829,1058,24
0.04811328,0.674969221,0.028571429,0.063160088,1059,24
0.14005676,0.584691775,0.028571429,0.141198437,1060,24
0.005439121,0.891285446,0.028571429,-0.352141716,1061,24
0.001790589,0.9473356,0.028571429,0.247495256,1062,24
0.017811147,0.821134036,0.028571429,-0.625489904,1063,24
0.007999777,0.942873874,0.028571429,0.065617987,1064,24
0.002066499,0.954778838,0.028571429,0.811120937,1065,24
0.002926649,0.890359855,0.028571429,0.670870244,1066,24
0.024855442,0.817680935,0.028571429,-0.262451064,1067,24
0.004923308,0.883575186,0.028571429,0.212276275,1068,24
0.003787415,0.898012877,0.028571429,0.156196007,1069,24
0.010248365,0.762401305,0.028571429,0.473065614,1070,24
0.013297548,0.827483812,0.028571429,0.265224271,1071,24
0.002694199,0.889700518,0.028571429,0.396138751,1072,24
0.01335114,0.776332325,0.028571429,0.050777534,1073,24
0.018823046,0.716402356,0.028571429,0.461935473,1074,24
0.003905454,0.761664431,0.028571429,0.639063742,1075,24
0.015219744,0.793052513,0.028571429,0.178617334,1076,24
0.143583087,0.818362135,0.028571429,0.059119196,1077,24
0.002720093,0.827594456,0.028571429,0.322513471,1078,24
0.040796085,0.780095129,0.028571429,0.307286736,1079,24
0.022177242,0.715174238,0.028571429,0.28315261,1080,24
0.746049739,0.672443571,0.028571429,0.379741687,1081,24
0.00561173,0.930097745,0.028571429,0.051455923,1082,24
0.006327949,0.866801497,0.028571429,0.145727317,1083,24
0.005793296,0.753369621,-0.657142857,0.024039586,1084,25
0.003376494,0.743773861,-0.657142857,0.283230671,1085,25
0.006020597,0.742805967,-0.657142857,-0.082149165,1086,25
0.003296493,0.749828679,-0.657142857,0.0379493,1087,25
0.002411504,0.746173891,-0.657142857,-0.396144089,1088,25
0.003360334,0.759822615,-0.657142857,-0.152173471,1089,25
0.00359247,0.774317193,-0.657142857,-0.201876111,1090,25
0.00268301,0.82259099,-0.657142857,-0.315072859,1091,25
0.012792917,0.786135046,-0.657142857,0.174920113,1092,25
0.00136593,0.930687886,-0.657142857,0.590860127,1093,25
0.001254453,0.92608404,-0.657142857,0.336701259,1094,25
0.006011821,0.860881187,-0.657142857,0.371660406,1095,25
0.00406125,0.811907443,-0.657142857,0.110682522,1096,25
0.004244862,0.838802375,-0.657142857,0.102718597,1097,25
0.004969906,0.887613572,-0.657142857,0.101868898,1098,25
0.013420506,0.857371731,-0.657142857,0.226905614,1099,25
0.006021368,0.820541563,-0.657142857,0.080377185,1100,25
0.0024079,0.842565349,-0.657142857,0.175132282,1101,25
0.003950616,0.779391724,-0.657142857,-0.092718812,1102,25
0.002242829,0.771248225,-0.657142857,0.010079292,1103,25
0.004375404,0.789806057,-0.657142857,0.032832874,1104,25
0.011220472,0.802955057,-0.657142857,0.100955605,1105,25
0.003287866,0.768076285,-0.657142857,0.092996765,1106,25
0.004093034,0.763945233,-0.657142857,-0.046869256,1107,25
0.005045304,0.747560686,-0.657142857,0.117478829,1108,25
0.003392976,0.764396122,-0.657142857,0.063160088,1109,25
0.008392404,0.766035324,-0.657142857,-0.352141716,1110,25
0.003087036,0.78200847,-0.657142857,-0.435344298,1111,25
0.001294415,0.803250366,-0.657142857,0.624540823,1112,25
0.004586578,0.827853718,-0.657142857,0.071788494,1113,25
0.003693938,0.789609251,-0.657142857,0.316097452,1114,25
0.003644545,0.806824489,-0.657142857,0.247495256,1115,25
0.007684817,0.812579476,-0.657142857,-0.342470476,1116,25
0.003554157,0.861344876,-0.657142857,-0.553437866,1117,25
0.002452843,0.860733741,-0.657142857,0.339330534,1118,25
0.003268521,0.852933952,-0.657142857,0.065617987,1119,25
0.001227306,0.824061938,-0.657142857,0.022450377,1120,25
0.002328101,0.806057529,-0.657142857,0.670870244,1121,25
0.004107146,0.761065252,-0.657142857,-0.262451064,1122,25
0.003721346,0.764622753,-0.657142857,-0.304722048,1123,25
0.003141957,0.754280659,-0.657142857,-0.428875972,1124,25
0.00203625,0.781606249,-0.657142857,0.156196007,1125,25
0.003447049,0.88651243,-0.657142857,0.34545599,1126,25
0.006115709,0.90873865,-0.657142857,0.179895561,1127,25
0.007128082,0.936783303,-0.657142857,-0.105241991,1128,25
0.00157795,0.907924015,-0.657142857,0.265224271,1129,25
0.003901452,0.854765122,-0.657142857,0.178617334,1130,25
0.013475954,0.890174075,-0.657142857,0.059119196,1131,25
0.001498626,0.830115579,-0.657142857,0.322513471,1132,25
0.002206337,0.825205908,-0.657142857,0.28315261,1133,25
0.011155335,0.849555921,-0.657142857,0.379741687,1134,25
0.009084458,0.806642244,-0.657142857,0.051455923,1135,25
0.011040422,0.793025579,-0.657142857,0.204091338,1136,25
0.005986959,0.79409807,-0.657142857,0.111110093,1137,25
0.003312927,0.777328362,-0.657142857,0.172814635,1138,25
0.003961949,0.757261392,-0.657142857,0.145727317,1139,25
0.007816772,0.911268276,-0.657142857,0.393224514,1140,25
0.001382784,0.925644539,-0.657142857,0.155513189,1141,25
0.004114833,0.865391482,-0.657142857,0.167269692,1142,25
0.001853263,0.900224647,-0.657142857,0.31984501,1143,25
0.002640892,0.766818186,-0.314285714,0.396588657,1144,26
0.004238844,0.76245832,-0.314285714,0.101868898,1145,26
0.004785019,0.809428489,-0.314285714,0.226905614,1146,26
0.005088689,0.839025421,-0.314285714,0.080377185,1147,26
0.002779151,0.788253737,-0.314285714,0.377702251,1148,26
0.005484202,0.751629529,-0.314285714,0.175132282,1149,26
0.011098741,0.776083326,-0.314285714,0.100955605,1150,26
0.00393799,0.74994088,-0.314285714,0.141198437,1151,26
0.006396894,0.957879455,-0.314285714,0.059119196,1152,26
0.010698103,0.861492985,-0.314285714,0.379741687,1153,26
0.019218906,0.518784526,-0.371428571,-0.315072859,1154,27
0.001256683,0.537199058,-0.371428571,0.746452675,1155,27
0.00564681,0.587665841,-0.371428571,0.174920113,1156,27
0.003362543,0.559888786,-0.371428571,-0.435344298,1157,27
0.005790111,0.395149214,-0.371428571,0.071788494,1158,27
0.001877283,0.578849381,-0.371428571,0.247495256,1159,27
0.010350231,0.494572977,-0.371428571,-0.342470476,1160,27
0.002166472,0.404485995,-0.371428571,0.304716899,1161,27
0.001710056,0.426882397,-0.371428571,0.454567478,1162,27
0.058332691,0.306607873,-0.371428571,-0.553437866,1163,27
0.003837744,0.41890522,-0.371428571,0.339330534,1164,27
0.077906632,0.152907854,-0.371428571,0.34545599,1165,27
0.283955285,-0.252165012,-0.371428571,0.179895561,1166,27
0.200963401,0.040224133,-0.371428571,-0.105241991,1167,27
0.002698558,0.414865181,-0.371428571,0.471685753,1168,27
0.002851105,0.37480563,-0.371428571,-0.065529269,1169,27
0.071563537,0.123025399,-0.371428571,0.434924784,1170,27
0.005144504,0.289581817,-0.371428571,0.278059149,1171,27
0.00160877,0.515367939,-0.371428571,0.207138658,1172,27
0.001410862,0.484423807,-0.371428571,0.293844078,1173,27
0.005509826,0.692478604,-0.371428571,0.051455923,1174,27
0.00270271,0.590406265,-0.371428571,0.111110093,1175,27
0.049663055,0.153085965,-0.371428571,0.393224514,1176,27
0.003972455,0.30418418,-0.371428571,0.155513189,1177,27
0.01191449,0.526736227,-0.371428571,0.076895605,1178,27
0.003994913,0.613399871,-0.371428571,0.167269692,1179,27
0.004144973,0.704742472,-0.828571429,-0.152173471,1180,28
0.006273247,0.498827282,-0.828571429,-0.315072859,1181,28
0.000961023,0.505946678,-0.828571429,0.746452675,1182,28
0.007142861,0.58518314,-0.828571429,0.174920113,1183,28
0.006204275,0.579970854,-0.828571429,-0.435344298,1184,28
0.001418874,0.48953451,-0.828571429,0.624540823,1185,28
0.004851012,0.388736231,-0.828571429,0.071788494,1186,28
0.001408743,0.48440443,-0.828571429,0.433379714,1187,28
0.005883424,0.571926246,-0.828571429,0.316097452,1188,28
0.001683757,0.627403107,-0.828571429,0.247495256,1189,28
0.018153044,0.547123921,-0.828571429,-0.342470476,1190,28
0.003675246,0.431837486,-0.828571429,-0.553437866,1191,28
0.001414071,0.520752152,-0.828571429,0.339330534,1192,28
0.023878003,0.363552582,-0.828571429,0.34545599,1193,28
0.030269324,0.300921442,-0.828571429,-0.105241991,1194,28
0.002221646,0.470198565,-0.828571429,0.278059149,1195,28
0.000801221,0.486952582,-0.828571429,0.41290199,1196,28
0.002601702,0.626727048,-0.828571429,0.207138658,1197,28
0.000798949,0.605670904,-0.828571429,0.293844078,1198,28
0.003901209,0.733847809,-0.828571429,0.051455923,1199,28
0.002520894,0.656891205,-0.828571429,0.204091338,1200,28
0.002954155,0.631134604,-0.828571429,0.111110093,1201,28
0.000857863,0.719001751,-0.828571429,0.145727317,1202,28
0.038791069,0.161168211,-0.828571429,0.393224514,1203,28
0.001211302,0.299407836,-0.828571429,0.155513189,1204,28
0.001738191,0.558323037,-0.828571429,0.076895605,1205,28
0.000880396,0.68163968,-0.828571429,0.167269692,1206,28
0.004740033,0.809731966,-0.771428571,-0.082149165,1207,29
0.004777598,0.78243417,-0.771428571,0.0379493,1208,29
0.00673348,0.734333702,-0.771428571,0.104353985,1209,29
0.003040379,0.688578617,-0.771428571,0.138969263,1210,29
0.016619339,0.714812413,-0.771428571,-0.152173471,1211,29
0.005874212,0.700560738,-0.771428571,-0.201876111,1212,29
0.004126495,0.647876828,-0.771428571,-0.219813961,1213,29
0.00978715,0.658572606,-0.771428571,0.056352968,1214,29
0.007682499,0.606061223,-0.771428571,0.327816172,1215,29
0.007319572,0.657113597,-0.771428571,-0.315072859,1216,29
0.016080406,0.609075023,-0.771428571,-0.226736799,1217,29
0.020389842,0.692693585,-0.771428571,0.174920113,1218,29
0.003036814,0.773206347,-0.771428571,-0.352141716,1219,29
0.009371959,0.763968516,-0.771428571,-0.435344298,1220,29
0.007218516,0.7128632,-0.771428571,0.071788494,1221,29
0.002982428,0.785262551,-0.771428571,0.316097452,1222,29
0.006753942,0.816905906,-0.771428571,-0.342470476,1223,29
0.001855282,0.802476309,-0.771428571,0.304716899,1224,29
0.001573502,0.829143049,-0.771428571,0.179895561,1225,29
0.000463979,0.864759394,-0.771428571,0.434924784,1226,29
0.001848709,0.831699327,-0.771428571,0.111110093,1227,29
0.007238019,0.759708676,-0.771428571,0.393224514,1228,29
0.001403407,0.916549692,-0.771428571,0.167269692,1229,29
0.001884342,0.58511198,-0.657142857,0.283230671,1230,30
0.007374901,0.54565813,-0.657142857,-0.082149165,1231,30
0.001777171,0.584084976,-0.657142857,0.233249123,1232,30
0.006265684,0.496367114,-0.657142857,0.024757839,1233,30
0.008875104,0.461424969,-0.657142857,0.0379493,1234,30
0.004649283,0.523834251,-0.657142857,-0.396144089,1235,30
0.006419987,0.410219325,-0.657142857,-0.37610716,1236,30
0.001955431,0.473290566,-0.657142857,0.030260449,1237,30
0.004132017,0.371820462,-0.657142857,-0.015512702,1238,30
0.022291019,0.314084336,-0.657142857,0.104353985,1239,30
0.015771288,0.182424324,-0.657142857,0.138969263,1240,30
0.02720786,0.36002464,-0.657142857,-0.152173471,1241,30
0.008474518,0.428193102,-0.657142857,-0.201876111,1242,30
0.01653447,0.147171599,-0.657142857,-0.219813961,1243,30
0.018442385,0.308141014,-0.657142857,0.056352968,1244,30
0.012837978,0.26684509,-0.657142857,0.327816172,1245,30
0.002457005,0.382775106,-0.657142857,-0.226736799,1246,30
0.003630338,0.465838934,-0.657142857,0.174920113,1247,30
0.004730867,0.437499945,-0.657142857,-0.055581466,1248,30
0.003490064,0.713811457,-0.657142857,0.100955605,1249,30
0.001316421,0.675324346,-0.657142857,0.092996765,1250,30
0.001798642,0.611451123,-0.657142857,0.117478829,1251,30
0.002990893,0.60795117,-0.657142857,0.063160088,1252,30
0.006227114,0.75021059,-0.657142857,0.024039586,1253,31
0.004754097,0.784499552,-0.657142857,0.283230671,1254,31
0.004743398,0.757647175,-0.657142857,-0.082149165,1255,31
0.003406849,0.673990611,-0.657142857,0.233249123,1256,31
0.002766459,0.729912203,-0.657142857,0.024757839,1257,31
0.004690162,0.756150782,-0.657142857,0.0379493,1258,31
0.001371317,0.739952291,-0.657142857,0.030260449,1259,31
0.001604358,0.793574988,-0.657142857,0.104353985,1260,31
0.008670746,0.643781633,-0.657142857,-0.071903459,1261,31
0.003395389,0.630529378,-0.657142857,0.582089937,1262,31
0.001897427,0.86835763,-0.657142857,0.590860127,1263,31
0.004052308,0.833859824,-0.657142857,0.371660406,1264,31
0.001705645,0.790946228,-0.657142857,0.110682522,1265,31
0.003503334,0.829077726,-0.657142857,0.102718597,1266,31
0.023372502,0.609905138,-0.657142857,-0.018179249,1267,31
0.00937599,0.570811972,-0.657142857,0.396588657,1268,31
0.059682966,0.540076252,-0.657142857,0.101868898,1269,31
0.046081293,0.550597005,-0.657142857,0.226905614,1270,31
0.05804855,0.584856046,-0.657142857,0.080377185,1271,31
0.025616939,0.542233432,-0.657142857,0.377702251,1272,31
0.041847566,0.533266402,-0.657142857,0.175132282,1273,31
0.006644005,0.66272138,-0.657142857,0.5189383,1274,31
0.00141188,0.752547834,-0.657142857,0.097476041,1275,31
0.007833551,0.684156937,-0.657142857,-0.092718812,1276,31
0.007049297,0.664485406,-0.657142857,0.010079292,1277,31
0.016391283,0.605471747,-0.657142857,0.032832874,1278,31
0.041070784,0.584677496,-0.657142857,0.100955605,1279,31
0.013743095,0.654851069,-0.657142857,0.092996765,1280,31
0.004570935,0.719614565,-0.657142857,-0.046869256,1281,31
0.007578742,0.72689871,-0.657142857,0.117478829,1282,31
0.009353163,0.670996486,-0.657142857,0.063160088,1283,31
0.007346811,0.642889427,-0.657142857,0.141198437,1284,31
0.003619117,0.769448975,-0.657142857,-0.625489904,1285,31
0.001948695,0.895267885,-0.657142857,0.065617987,1286,31
0.004187289,0.773205341,-0.657142857,-0.262451064,1287,31
0.002129331,0.706315267,-0.657142857,0.473065614,1288,31
0.009968351,0.761394341,-0.657142857,0.265224271,1289,31
0.003073605,0.708866093,-0.657142857,0.050777534,1290,31
0.007096141,0.651417115,-0.657142857,0.461935473,1291,31
0.001163377,0.687710281,-0.657142857,0.639063742,1292,31
0.005992268,0.720892353,-0.657142857,0.178617334,1293,31
0.039654186,0.749506689,-0.657142857,0.059119196,1294,31
0.001298834,0.811304682,-0.657142857,0.519130031,1295,31
0.006298989,0.715031638,-0.657142857,0.307286736,1296,31
0.014696528,0.643358249,-0.657142857,0.28315261,1297,31
0.064685527,0.603487172,-0.657142857,0.379741687,1298,31
0.01671254,0.519937215,-0.828571429,0.024039586,1299,32
0.015384436,0.575648034,-0.828571429,0.283230671,1300,32
0.013361942,0.589446486,-0.828571429,-0.082149165,1301,32
0.003202535,0.670466229,-0.828571429,0.233249123,1302,32
0.006842609,0.64519301,-0.828571429,0.024757839,1303,32
0.010638474,0.643402303,-0.828571429,0.0379493,1304,32
0.010014217,0.755682331,-0.828571429,0.590860127,1305,32
0.00204543,0.803378838,-0.828571429,0.460068738,1306,32
0.007108812,0.754295167,-0.828571429,0.336701259,1307,32
0.026466846,0.549105786,-0.828571429,0.110682522,1308,32
0.009870367,0.604778499,-0.828571429,0.102718597,1309,32
0.001484638,0.726718201,-0.828571429,0.362074807,1310,32
0.003655146,0.745145719,-0.828571429,-0.018179249,1311,32
0.001493091,0.791690454,-0.828571429,0.396588657,1312,32
0.009795648,0.755327703,-0.828571429,0.101868898,1313,32
0.016342979,0.692525517,-0.828571429,0.226905614,1314,32
0.017069444,0.608788441,-0.828571429,0.080377185,1315,32
0.01083028,0.663791455,-0.828571429,0.377702251,1316,32
0.006715083,0.70195383,-0.828571429,0.175132282,1317,32
0.007859777,0.536514634,-0.828571429,0.5189383,1318,32
0.006670908,0.510094251,-0.828571429,0.097476041,1319,32
0.009470266,0.512044021,-0.828571429,-0.092718812,1320,32
0.0092401,0.533131434,-0.828571429,0.010079292,1321,32
0.014840854,0.591060707,-0.828571429,0.032832874,1322,32
0.073176768,0.653523126,-0.828571429,0.100955605,1323,32
0.016823376,0.562213337,-0.828571429,0.092996765,1324,32
0.047649382,0.50431642,-0.828571429,-0.046869256,1325,32
0.018173467,0.553114369,-0.828571429,0.117478829,1326,32
0.018745018,0.611956584,-0.828571429,0.063160088,1327,32
0.004427713,0.703752705,-0.828571429,0.141198437,1328,32
0.002237946,0.707863503,-0.828571429,0.247495256,1329,32
0.002726056,0.582410951,-0.828571429,0.157032663,1330,32
0.008593991,0.509525899,-0.828571429,-0.625489904,1331,32
0.031129366,0.672108624,-0.828571429,0.065617987,1332,32
0.003719029,0.623550519,-0.828571429,0.022450377,1333,32
0.004367768,0.687568043,-0.828571429,0.811120937,1334,32
0.007760959,0.583538754,-0.828571429,0.670870244,1335,32
0.011035326,0.518189664,-0.828571429,-0.262451064,1336,32
0.003807166,0.547106987,-0.828571429,-0.304722048,1337,32
0.005298702,0.569366614,-0.828571429,-0.428875972,1338,32
0.005592423,0.715226778,-0.828571429,0.265224271,1339,32
0.001574178,0.737097853,-0.828571429,0.396138751,1340,32
0.010822276,0.711739601,-0.828571429,0.050777534,1341,32
0.001745551,0.710999552,-0.828571429,0.461935473,1342,32
0.003159107,0.619296664,-0.828571429,0.639063742,1343,32
0.006628009,0.615703725,-0.828571429,0.178617334,1344,32
0.048970951,0.682234059,-0.828571429,0.059119196,1345,32
0.005095205,0.67874539,-0.828571429,0.519130031,1346,32
0.012429138,0.567735079,-0.828571429,0.322513471,1347,32
0.009676172,0.520437094,-0.828571429,0.307286736,1348,32
0.003900349,0.581385447,-0.828571429,0.28315261,1349,32
0.024401017,0.642090735,-0.828571429,0.379741687,1350,32
0.004564767,0.655038997,-0.828571429,0.051455923,1351,32
0.002713678,0.608790969,-0.828571429,0.145727317,1352,32
0.006222341,0.97484577,-0.028571429,0.024039586,1353,33
0.007241385,0.951648781,-0.028571429,-0.082149165,1354,33
0.004632285,0.907523648,-0.028571429,0.024757839,1355,33
0.007329038,0.926786787,-0.028571429,0.0379493,1356,33
0.009795642,0.922307608,-0.028571429,0.104353985,1357,33
0.007216739,0.828208719,-0.028571429,0.396588657,1358,33
0.003575979,0.876355717,-0.028571429,0.226905614,1359,33
0.029697463,0.849441969,-0.028571429,0.100955605,1360,33
0.004901282,0.946454873,-0.028571429,0.117478829,1361,33
0.005914692,0.893353594,-0.028571429,0.063160088,1362,33
0.012348291,0.824547172,-0.028571429,0.141198437,1363,33
0.006824801,0.981354499,-0.028571429,0.307286736,1364,33
0.05138673,0.896767219,0.314285714,0.024039586,1365,34
0.015490504,0.90204592,0.314285714,0.283230671,1366,34
0.082690982,0.86982048,0.314285714,-0.082149165,1367,34
0.051453454,0.753231867,0.314285714,0.233249123,1368,34
0.023365727,0.690385157,0.314285714,0.464357724,1369,34
0.039930984,0.815172141,0.314285714,0.024757839,1370,34
0.066333085,0.840449678,0.314285714,0.0379493,1371,34
0.019530056,0.914045233,0.314285714,-0.396144089,1372,34
0.022398713,0.880640715,0.314285714,-0.37610716,1373,34
0.042416336,0.763237603,0.314285714,0.030260449,1374,34
0.028880477,0.798466031,0.314285714,-0.015512702,1375,34
0.047401468,0.839184876,0.314285714,0.104353985,1376,34
0.028800802,0.90737372,0.314285714,-0.152173471,1377,34
0.022893621,0.943024966,0.314285714,-0.201876111,1378,34
0.017507132,0.877391095,0.314285714,-0.219813961,1379,34
0.00965269,0.927627299,0.314285714,0.056352968,1380,34
0.013343275,0.988376167,0.314285714,-0.315072859,1381,34
0.006226068,0.959912091,0.314285714,0.174920113,1382,34
0.014681565,0.882272185,0.314285714,-0.055581466,1383,34
0.030198112,0.746656471,0.314285714,-0.071903459,1384,34
0.006087175,0.814816094,0.314285714,0.582089937,1385,34
0.015411836,0.994415567,0.314285714,0.371660406,1386,34
0.007897095,0.956743327,0.314285714,0.110682522,1387,34
0.012246314,0.987063839,0.314285714,0.102718597,1388,34
0.072457714,0.815770337,0.314285714,-0.018179249,1389,34
0.070483247,0.718587826,0.314285714,0.396588657,1390,34
0.146753473,0.713838865,0.314285714,0.101868898,1391,34
0.045007627,0.773451526,0.314285714,0.226905614,1392,34
0.13073245,0.806527192,0.314285714,0.080377185,1393,34
0.09183156,0.746556877,0.314285714,0.377702251,1394,34
0.140117373,0.701889894,0.314285714,0.175132282,1395,34
0.027984327,0.865830747,0.314285714,0.5189383,1396,34
0.018151106,0.924656349,0.314285714,0.097476041,1397,34
0.110701166,0.869596875,0.314285714,-0.092718812,1398,34
0.047678495,0.841678844,0.314285714,0.010079292,1399,34
0.170794885,0.790343542,0.314285714,0.032832874,1400,34
0.338144898,0.733040253,0.314285714,0.100955605,1401,34
0.08092988,0.817869419,0.314285714,0.092996765,1402,34
0.037825672,0.884800471,0.314285714,-0.046869256,1403,34
0.061335171,0.861796691,0.314285714,0.117478829,1404,34
0.048335093,0.793570801,0.314285714,0.063160088,1405,34
0.139879656,0.702368201,0.314285714,0.141198437,1406,34
0.008042838,0.960483318,0.314285714,-0.352141716,1407,34
0.012461963,0.980739842,0.314285714,-0.435344298,1408,34
0.02990465,0.928013578,0.314285714,-0.625489904,1409,34
0.051518399,0.920455382,0.314285714,-0.262451064,1410,34
0.016727294,0.943499011,0.314285714,-0.304722048,1411,34
0.02058157,0.935377831,0.314285714,-0.428875972,1412,34
0.00463868,0.981118801,0.314285714,0.156196007,1413,34
0.013620568,0.894086532,0.314285714,0.473065614,1414,34
0.014361971,0.9466766,0.314285714,0.265224271,1415,34
0.004059266,0.994799804,0.314285714,0.396138751,1416,34
0.015896884,0.907765666,0.314285714,0.050777534,1417,34
0.022914598,0.863141894,0.314285714,0.461935473,1418,34
0.00450214,0.896894248,0.314285714,0.639063742,1419,34
0.015487827,0.92000398,0.314285714,0.178617334,1420,34
0.142879201,0.939931426,0.314285714,0.059119196,1421,34
0.005087953,0.982802452,0.314285714,0.519130031,1422,34
0.0610014,0.904158355,0.314285714,0.307286736,1423,34
0.034441558,0.86060309,0.314285714,0.28315261,1424,34
0.395963404,0.831942135,0.314285714,0.379741687,1425,34
