AI,Rrup,Mw,Vs30,zh,
0.087037768,157.4819867,6.4,248.68715,2831,64
0.010140403,179.6708473,6.4,127.1408,2832,64
0.014136499,173.1472481,6.4,131.13963,2833,64
0.012921878,145.1842385,6.4,245.74942,2834,64
0.009324991,157.2347914,6.4,228.96497,2835,64
0.023600168,166.1244647,6.4,275.56555,2836,64
0.009513882,186.9595304,6.4,185.37057,2837,64
0.017996353,172.1693128,6.4,215.21594,2838,64
0.338755129,59.8650265,6.4,209.85481,2839,64
0.057579178,81.53712772,6.4,576.61603,2840,64
0.008281415,176.2623315,6.4,584.48499,2841,64
0.005596137,197.4694843,6.4,477.51245,2842,64
0.008994725,189.860448,6.4,394.61996,2843,64
0.0326804,175.7259471,6.4,416.52783,2844,64
0.011451287,166.6252048,6.4,278.27405,2845,64
0.020800846,177.2526273,6.4,274.86993,2846,64
0.188508372,87.53526171,6.4,228.0233,2847,64
0.27792045,67.44206794,6.4,432.8886,2848,64
0.606717095,75.0816059,6.4,274.5092,2849,64
0.436018092,90.632207,6.4,333.0297,2850,64
0.28925863,109.6834434,6.4,265.5409,2851,64
0.17808293,97.54337289,6.4,420.4355,2852,64
0.344412528,91.10152274,6.4,307.42,2853,64
0.065655229,130.7741947,6.4,522.9963,2854,64
0.011171477,156.6280273,6.4,272.6518,2855,64
0.052560952,138.6741306,6.4,203.2111,2856,64
0.056330837,134.3656203,6.4,238.2027,2857,64
0.076289772,118.4015366,6.4,246.7284,2858,64
0.733908937,109.9785683,6.4,274.122,2859,64
0.106893349,131.7443944,6.4,270.7708,2860,64
0.056762971,149.4270409,6.4,218.1334,2861,64
0.092258043,151.7137177,6.4,281.2124,2862,64
0.153698229,134.1040945,6.4,258.5682,2863,64
0.086916485,118.7524111,6.4,291.7127,2864,64
0.004734234,181.4989933,6.4,298.9396,2865,64
0.021403642,163.3444994,6.4,89.19601,2866,64
0.006153546,195.3607261,6.4,242.8009,2867,64
0.016947568,186.0064364,6.4,661.4196,2868,64
0.034072966,165.553345,6.4,156.3224,2869,64
0.012855482,188.1094682,6.4,325.5844,2870,64
0.010390029,176.7820206,6.4,146.4362,2871,64
0.012878705,178.599972,6.4,120.869,2872,64
0.004567852,195.977268,6.4,298.5533,2873,64
0.042781498,106.663852,6.4,487.2012,2874,64
0.019125154,135.8089641,6.4,353.3482,2875,64
0.003620852,159.8263124,6.4,432.5877,2876,64
0.051594041,119.1704665,6.4,253.6669,2877,64
0.061465573,104.1443984,6.4,478.8921,2878,64
0.011743414,127.0251369,6.4,629.692,2879,64
0.036169568,136.3889505,6.4,309.0803,2880,64
0.393015181,136.8228459,6.4,256.9584,2881,64
0.00783213,160.7778743,6.4,523.1513,2882,64
0.01047127,154.0198773,6.4,386.0611,2883,64
0.044266587,144.3080567,6.4,377.0819,2884,64
0.066788539,121.804728,6.4,363.2759,2885,64
0.60341823,106.7084012,6.4,421.7628,2886,64
0.021142459,136.5807765,6.4,327.6713,2887,64
0.016395138,108.626962,6.4,504.4681,2888,64
0.012342668,187.8394646,6.4,293.7617,2889,64
0.015653225,119.628656,5.8,144.11224,2890,65
0.005963482,121.5718545,5.8,119.6667,2891,65
0.001484228,113.6487546,5.8,343.7977,2892,65
0.005124269,104.8601402,5.8,138.1374,2893,65
0.001251547,91.12322224,5.8,473.4697,2894,65
0.012417906,79.14564526,5.8,99.70285,2895,65
0.006695579,83.38509032,5.8,396.2268,2896,65
0.00223603,196.2388989,5.8,346.684,2897,65
0.00257207,146.3785647,5.8,295.9659,2898,65
0.019843647,130.0921855,5.8,300.8308,2899,65
0.003950765,158.1988098,5.8,146.4362,2900,65
0.002875643,139.5573351,5.8,298.5533,2901,65
0.002854221,137.4612532,5.8,346.2746,2902,65
0.027461003,65.95046767,5.8,399.9957,2903,65
0.04556147,56.75717457,5.8,309.6915,2904,65
0.350650706,47.62825957,5.8,199.3158,2905,65
0.090408286,29.71915202,5.8,486.1633,2906,65
0.191924049,27.25615458,5.8,211.9324,2907,65
0.016738638,34.28422748,5.8,576.5403,2908,65
0.050871854,46.9391896,5.8,459.312,2909,65
0.026330126,51.1157082,5.8,360.4274,2910,65
0.003263392,61.61801843,5.8,443.9416,2911,65
0.006369623,72.38980918,5.8,314.4844,2912,65
0.138277458,54.88159769,5.8,323.0094,2913,65
0.011180214,46.76260724,5.8,369.3285,2914,65
0.160041814,38.75493143,5.8,130.5803,2915,65
0.030644735,34.82159714,5.8,375.2507,2916,65
0.009896711,60.35656428,5.8,529.2412,2917,65
0.053184507,40.13810988,5.8,308.4477,2918,65
0.131921556,32.62891691,5.8,302.2495,2919,65
0.011263234,55.90812434,5.8,662.6323,2920,65
0.005243331,131.5682445,5.8,253.933,2921,65
0.002459882,122.0794663,5.8,321.4917,2922,65
0.003377756,133.2248924,5.8,306.3208,2923,65
0.006971025,74.46054156,5.8,430.6437,2924,65
0.008089327,78.35844709,5.8,298.2384,2925,65
0.042211654,71.72297833,5.8,264.1159,2926,65
0.002359796,105.401576,5.8,540.6636,2927,65
0.001463357,118.4827141,5.8,1044.785,2928,65
0.006146709,101.6180231,5.8,303.7069,2929,65
0.002639221,83.40760569,5.8,455.1924,2930,65
0.004173504,106.0001366,5.8,384.4722,2931,65
0.026175728,99.94727291,5.8,186.1839,2932,65
0.002786197,80.74928195,5.8,420.9702,2933,65
0.014313466,61.69192572,5.8,403.4972,2934,65
0.033682915,83.7990386,5.8,260.7138,2935,65
0.011868559,159.0421539,5.9,243.39799,2936,66
0.003899161,170.2703681,5.9,363.31973,2937,66
0.026046631,161.708062,5.9,206.55794,2938,66
0.008158202,133.7100007,5.9,336.31079,2939,66
0.00615958,151.4935611,5.9,243.66833,2940,66
0.016654228,159.8026289,5.9,248.68715,2941,66
0.002714374,148.9126952,5.9,245.74942,2942,66
0.004495254,169.1712352,5.9,275.56555,2943,66
0.003290396,174.1355937,5.9,215.21594,2944,66
0.106390315,55.90301269,5.9,209.85481,2945,66
0.016516244,77.29106563,5.9,576.61603,2946,66
0.006543649,172.443819,5.9,416.52783,2947,66
0.004654659,174.5685792,5.9,274.86993,2948,66
0.076867666,84.04262611,5.9,228.0233,2949,66
0.061164114,65.717473,5.9,432.8886,2950,66
0.159138341,74.38978986,5.9,274.5092,2951,66
0.059971427,89.36523431,5.9,333.0297,2952,66
0.065114879,109.0730043,5.9,265.5409,2953,66
0.034937383,97.93546978,5.9,420.4355,2954,66
0.048783143,92.2997083,5.9,307.42,2955,66
0.011610537,129.761356,5.9,522.9963,2956,66
0.002647965,155.3466485,5.9,272.6518,2957,66
0.013460448,138.2503875,5.9,203.2111,2958,66
0.010909294,134.6925245,5.9,238.2027,2959,66
0.018206564,119.1918275,5.9,246.7284,2960,66
0.118907014,111.8482033,5.9,274.122,2961,66
0.021438752,132.7300717,5.9,270.7708,2962,66
0.014705375,149.3348031,5.9,218.1334,2963,66
0.017849723,152.7714089,5.9,281.2124,2964,66
0.02808942,136.1039541,5.9,258.5682,2965,66
0.016429888,122.0749764,5.9,291.7127,2966,66
0.006067218,162.53007,5.9,89.19601,2967,66
0.002811997,184.3465745,5.9,661.4196,2968,66
0.009838744,165.3060498,5.9,156.3224,2969,66
0.003722617,176.4320268,5.9,146.4362,2970,66
0.015289443,101.5169825,5.9,487.2012,2971,66
0.001398574,123.0603941,5.9,498.6939,2972,66
0.006488271,131.1373363,5.9,353.3482,2973,66
0.018764126,114.8031719,5.9,253.6669,2974,66
0.030011612,100.3632753,5.9,478.8921,2975,66
0.002623079,124.1399848,5.9,629.692,2976,66
0.010850634,133.2995225,5.9,309.0803,2977,66
0.121275753,132.6645342,5.9,256.9584,2978,66
0.001647323,156.6643657,5.9,523.1513,2979,66
0.002266496,151.5181604,5.9,386.0611,2980,66
0.010227989,142.8429189,5.9,377.0819,2981,66
0.011578254,120.127901,5.9,363.2759,2982,66
0.172129239,104.7268642,5.9,421.7628,2983,66
0.005582194,132.2866291,5.9,327.6713,2984,66
0.003014496,106.7131693,5.9,504.4681,2985,66
0.009554085,146.569881,6.2,243.39799,2986,67
0.013918259,137.13616,6.2,206.55794,2987,67
0.009175952,100.6219525,6.2,336.31079,2988,67
0.004703137,87.60956033,6.2,480.68826,2989,67
0.005729904,118.9749249,6.2,243.66833,2990,67
0.007219129,127.3997456,6.2,248.68715,2991,67
0.006871803,104.8025759,6.2,245.74942,2992,67
0.007536272,128.0623906,6.2,275.56555,2993,67
0.004078187,98.42415079,6.2,209.85481,2994,67
0.00888959,117.0566281,6.2,228.0233,2995,67
0.010193356,90.39168414,6.2,432.8886,2996,67
0.02548178,88.87756005,6.2,274.5092,2997,67
0.006479364,104.1479078,6.2,333.0297,2998,67
0.029278071,113.953186,6.2,265.5409,2999,67
0.01850742,96.92617363,6.2,420.4355,3000,67
0.025519222,86.00591647,6.2,307.42,3001,67
0.004429375,133.9531116,6.2,522.9963,3002,67
0.01742832,135.5875149,6.2,203.2111,3003,67
0.0093234,125.9225705,6.2,238.2027,3004,67
0.022498552,109.4955765,6.2,246.7284,3005,67
0.108648851,94.03953599,6.2,274.122,3006,67
0.013403526,118.3091476,6.2,270.7708,3007,67
0.005979531,141.5843523,6.2,218.1334,3008,67
0.010616599,133.71122,6.2,281.2124,3009,67
0.008322946,111.4439898,6.2,258.5682,3010,67
0.023435601,87.77800173,6.2,291.7127,3011,67
0.007836241,156.1114583,6.2,156.3224,3012,67
0.003958585,132.8866916,6.2,478.8921,3013,67
0.029101063,163.4893344,6.2,256.9584,3014,67
0.010342235,148.6473678,6.2,377.0819,3015,67
0.005268768,131.8925708,6.2,363.2759,3016,67
0.112037145,121.9784587,6.2,421.7628,3017,67
0.00766992,43.96194848,4.9,209.85481,3018,68
0.000951341,71.34954208,4.9,576.61603,3019,68
0.001803526,79.30373214,4.9,228.0233,3020,68
0.00467266,56.99657054,4.9,432.8886,3021,68
0.015325653,67.79837752,4.9,274.5092,3022,68
0.003103965,85.45857201,4.9,333.0297,3023,68
0.00321776,107.7640747,4.9,265.5409,3024,68
0.002621438,88.93476099,4.9,307.42,3025,68
0.005177501,110.9688651,4.9,274.122,3026,68
0.004702144,133.7556274,4.9,256.9584,3027,68
0.005338881,102.8993926,4.9,421.7628,3028,68
0.00303678,105.4616638,5,243.39799,3029,69
0.002446563,112.602386,5,206.55794,3030,69
0.002270986,114.521489,5,248.68715,3031,69
0.010609922,29.93469602,5,209.85481,3032,69
0.00314932,24.2075552,5,576.61603,3033,69
0.001395348,118.0975934,5,416.52783,3034,69
0.022318837,23.60421519,5,228.0233,3035,69
0.020596429,40.710247,5,420.4355,3036,69
0.042209755,40.70831417,5,307.42,3037,69
0.002724875,70.84163772,5,522.9963,3038,69
0.002715059,81.1830188,5,203.2111,3039,69
0.003422135,79.23409493,5,238.2027,3040,69
0.003673275,64.28974249,5,246.7284,3041,69
0.027731475,62.45321265,5,274.122,3042,69
0.006553721,79.48401448,5,270.7708,3043,69
0.006455438,94.05700985,5,218.1334,3044,69
0.00508614,101.3346564,5,281.2124,3045,69
0.004963446,87.75649986,5,258.5682,3046,69
0.003427545,81.93391777,5,291.7127,3047,69
0.001712692,52.59009114,5,487.2012,3048,69
0.001981599,79.20609816,5,353.3482,3049,69
0.004669145,60.61747482,5,253.6669,3050,69
0.003999845,42.25183115,5,478.8921,3051,69
0.002601701,75.69802333,5,309.0803,3052,69
0.028348344,78.40030746,5,256.9584,3053,69
0.002431674,84.90267209,5,377.0819,3054,69
0.005236823,59.60865494,5,363.2759,3055,69
0.002143716,78.5854352,5,327.6713,3056,69
0.001514321,44.4341434,5,504.4681,3057,69
0.001748862,65.2144674,5.1,363.31973,3058,70
0.014104074,58.92019462,5.1,206.55794,3059,70
0.002416283,66.5050016,5.1,336.31079,3060,70
0.006357129,52.36181153,5.1,243.66833,3061,70
0.016407545,47.50286509,5.1,248.68715,3062,70
0.0101784,55.26466634,5.1,127.1408,3063,70
0.007797195,41.10681212,5.1,131.13963,3064,70
0.004004742,50.38926787,5.1,245.74942,3065,70
0.005463547,38.97380974,5.1,228.96497,3066,70
0.03839072,32.93279797,5.1,275.56555,3067,70
0.033340409,23.92371713,5.1,290.70941,3068,70
0.05936622,35.93362336,5.1,185.37057,3069,70
0.027336014,43.03407737,5.1,171.66423,3070,70
0.035491414,23.49495212,5.1,166.97049,3071,70
0.043742908,31.95532083,5.1,255.86218,3072,70
0.015299857,30.79976112,5.1,389.23804,3073,70
0.007508899,56.26816844,5.1,144.11224,3074,70
0.007794706,39.65653474,5.1,165.19353,3075,70
0.008349658,47.67937085,5.1,307.31921,3076,70
0.006555006,44.13491367,5.1,215.21594,3077,70
0.003744135,93.39961505,5.1,274.122,3078,70
0.002447829,83.74943431,5.1,270.7708,3079,70
0.002589743,70.30520587,5.1,281.2124,3080,70
0.003251443,70.28907788,5.1,258.5682,3081,70
0.001605967,77.9818422,5.1,291.7127,3082,70
0.001623976,103.1560069,4.9,243.39799,3083,71
0.002795757,84.87063681,4.9,206.55794,3084,71
0.00252578,48.60415184,4.9,336.31079,3085,71
0.016169064,20.09709208,4.9,480.68826,3086,71
0.001879547,62.64430359,4.9,243.66833,3087,71
0.002935851,69.96894033,4.9,248.68715,3088,71
0.003694248,40.67139877,4.9,245.74942,3089,71
0.002045489,49.56183654,4.9,228.96497,3090,71
0.00243493,64.41063463,4.9,275.56555,3091,71
0.005450719,96.54816962,4.9,274.5092,3092,71
0.002337102,96.32818085,4.9,265.5409,3093,71
0.002021521,82.53781742,4.9,420.4355,3094,71
0.009640136,74.23998047,4.9,307.42,3095,71
0.000971982,108.5263191,4.9,522.9963,3096,71
0.001773934,90.42663544,4.9,238.2027,3097,71
0.002015318,79.03703386,4.9,246.7284,3098,71
0.019390856,63.12201282,4.9,274.122,3099,71
0.00189065,79.6058517,4.9,270.7708,3100,71
0.001402612,86.7337414,4.9,281.2124,3101,71
0.008190246,64.57884654,4.9,258.5682,3102,71
0.003644197,41.18422814,4.9,291.7127,3103,71
0.006544228,113.0446325,4.9,421.7628,3104,71
0.012623073,108.8972456,4.9,243.39799,3105,72
0.002067854,123.5297491,4.9,363.31973,3106,72
0.014973351,116.5181587,4.9,206.55794,3107,72
0.003633187,94.90601952,4.9,336.31079,3108,72
0.002817655,110.7725986,4.9,243.66833,3109,72
0.007814052,118.6594948,4.9,248.68715,3110,72
0.001533505,115.8809059,4.9,245.74942,3111,72
0.004209641,132.8126941,4.9,275.56555,3112,72
0.002474277,132.279821,4.9,215.21594,3113,72
0.003352771,26.19833579,4.9,209.85481,3114,72
0.002527718,20.49767286,4.9,576.61603,3115,72
0.001795532,119.3455539,4.9,416.52783,3116,72
0.001580469,121.3218435,4.9,274.86993,3117,72
0.001566457,148.7414912,4.9,264.42551,3118,72
0.018969502,21.98178949,4.9,228.0233,3119,72
0.058929291,13.61472596,4.9,432.8886,3120,72
0.20230518,19.61169099,4.9,274.5092,3121,72
0.060278047,28.04494169,4.9,333.0297,3122,72
0.030207332,51.71821955,4.9,265.5409,3123,72
0.022167072,44.53155348,4.9,420.4355,3124,72
0.033205268,44.689376,4.9,307.42,3125,72
0.006051297,73.5679781,4.9,522.9963,3126,72
0.001383819,101.3151014,4.9,272.6518,3127,72
0.025338081,84.28928939,4.9,203.2111,3128,72
0.018599374,82.75829929,4.9,238.2027,3129,72
0.010254432,68.09931455,4.9,246.7284,3130,72
0.094644736,66.57900995,4.9,274.122,3131,72
0.034625397,83.299058,4.9,270.7708,3132,72
0.03285198,97.33773897,4.9,218.1334,3133,72
0.018576394,105.1228657,4.9,281.2124,3134,72
0.015244166,91.85851792,4.9,258.5682,3135,72
0.005816377,86.1524619,4.9,291.7127,3136,72
0.000804326,137.1963018,4.9,316.2039,3137,72
0.00537197,109.9952978,4.9,89.19601,3138,72
0.01081493,114.3488949,4.9,156.3224,3139,72
0.003627052,126.220314,4.9,146.4362,3140,72
0.001572398,130.3755762,4.9,120.869,3141,72
0.001765998,78.54440416,4.9,353.3482,3142,72
0.002092643,59.80169133,4.9,253.6669,3143,72
0.005932246,41.54825671,4.9,478.8921,3144,72
0.003558443,76.65518244,4.9,309.0803,3145,72
0.022749281,78.29131337,4.9,256.9584,3146,72
0.004783628,87.31558744,4.9,377.0819,3147,72
0.004420631,61.78820719,4.9,363.2759,3148,72
0.056213788,43.99773749,4.9,421.7628,3149,72
0.001550761,78.33159892,4.9,327.6713,3150,72
0.001177496,46.33415098,4.9,504.4681,3151,72
0.002118636,119.4589588,4.8,243.39799,3152,73
0.002317601,118.3071858,4.8,206.55794,3153,73
0.003448388,49.74170316,4.8,209.85481,3154,73
0.001070157,64.80610075,4.8,576.61603,3155,73
0.002739248,64.9673703,4.8,228.0233,3156,73
0.0140575,37.83248115,4.8,432.8886,3157,73
0.06907152,37.38567334,4.8,274.5092,3158,73
0.007978397,54.9383099,4.8,333.0297,3159,73
0.040107741,71.31128077,4.8,265.5409,3160,73
0.025796137,54.71084509,4.8,420.4355,3161,73
0.031435483,45.27079254,4.8,307.42,3162,73
0.001559004,94.68208375,4.8,522.9963,3163,73
0.004856142,100.6307105,4.8,203.2111,3164,73
0.003249637,93.77699385,4.8,238.2027,3165,73
0.011054995,75.62761284,4.8,246.7284,3166,73
0.030495215,64.12670094,4.8,274.122,3167,73
0.004786913,89.27411679,4.8,270.7708,3168,73
0.001883601,110.1199306,4.8,281.2124,3169,73
0.002269681,89.87700481,4.8,258.5682,3170,73
0.003377305,72.58142421,4.8,291.7127,3171,73
0.001288598,100.4391815,4.8,253.6669,3172,73
0.002540153,82.34168539,4.8,478.8921,3173,73
0.00138726,109.8717271,4.8,309.0803,3174,73
0.008131816,116.2215937,4.8,256.9584,3175,73
0.004999481,110.2805071,4.8,377.0819,3176,73
0.002422379,88.38002084,4.8,363.2759,3177,73
0.0209179,74.63431701,4.8,421.7628,3178,73
0.062554134,102.5942929,5.4,243.39799,3179,74
0.016320631,112.1671509,5.4,363.31973,3180,74
0.02079127,104.201612,5.4,206.55794,3181,74
0.009278349,82.68522828,5.4,336.31079,3182,74
0.006916616,96.36551403,5.4,243.66833,3183,74
0.014626933,103.4892124,5.4,248.68715,3184,74
0.002406713,122.2703221,5.4,127.1408,3185,74
0.001603966,117.6170099,5.4,131.13963,3186,74
0.004350926,98.63377031,5.4,245.74942,3187,74
0.002157029,108.9146828,5.4,228.96497,3188,74
0.004569571,114.2172481,5.4,275.56555,3189,74
0.003124486,116.3218481,5.4,215.21594,3190,74
0.020700247,77.90335737,5.4,209.85481,3191,74
0.008101422,75.63211515,5.4,576.61603,3192,74
0.00231285,142.148245,5.4,584.48499,3193,74
0.00271029,162.8780598,5.4,477.51245,3194,74
0.003340904,151.3517013,5.4,394.61996,3195,74
0.002624124,177.112847,5.4,351.03799,3196,74
0.016581211,129.3635174,5.4,416.52783,3197,74
0.011170285,115.1394654,5.4,278.27405,3198,74
0.012659643,127.5602684,5.4,274.86993,3199,74
0.001463808,166.5470258,5.4,410.40256,3200,74
0.021735854,71.54771705,5.4,228.0233,3201,74
0.022037784,63.833688,5.4,432.8886,3202,74
0.167671734,58.5615373,5.4,274.5092,3203,74
0.088583779,60.54188268,5.4,333.0297,3204,74
0.142345071,66.18432809,5.4,265.5409,3205,74
0.044582847,58.59382516,5.4,420.4355,3206,74
0.209342036,56.86334424,5.4,307.42,3207,74
0.019011095,81.67760182,5.4,522.9963,3208,74
0.006980194,103.7856817,5.4,272.6518,3209,74
0.026115937,86.24818744,5.4,203.2111,3210,74
0.023206718,81.54300244,5.4,238.2027,3211,74
0.037330228,69.38752029,5.4,246.7284,3212,74
0.130738032,65.15598526,5.4,274.122,3213,74
0.045486667,79.20099292,5.4,270.7708,3214,74
0.031744614,94.66953459,5.4,218.1334,3215,74
0.044815853,96.09576288,5.4,281.2124,3216,74
0.037606787,82.33637206,5.4,258.5682,3217,74
0.029498869,75.84889742,5.4,291.7127,3218,74
0.006524268,108.3710874,5.4,89.19601,3219,74
0.008681063,151.8563438,5.4,259.5523,3220,74
0.002143546,141.1595605,5.4,242.8009,3221,74
0.002512067,158.350195,5.4,821.5139,3222,74
0.006570226,131.3388232,5.4,661.4196,3223,74
0.011476155,109.2523041,5.4,156.3224,3224,74
0.003734866,131.2193934,5.4,325.5844,3225,74
0.004022284,120.8901097,5.4,120.869,3226,74
0.004288638,92.78339198,5.4,487.2012,3227,74
0.019796671,107.2470023,5.4,353.3482,3228,74
0.006966013,93.32648565,5.4,253.6669,3229,74
0.014071756,80.0502035,5.4,478.8921,3230,74
0.003001129,87.92088262,5.4,629.692,3231,74
0.012440665,96.02976729,5.4,309.0803,3232,74
0.075128875,103.8357294,5.4,256.9584,3233,74
0.003207134,122.1442002,5.4,523.1513,3234,74
0.0035508,106.6920907,5.4,386.0611,3235,74
0.019802964,94.02778094,5.4,377.0819,3236,74
0.065254403,77.8109294,5.4,363.2759,3237,74
0.257583619,70.061345,5.4,421.7628,3238,74
0.006871593,104.7197864,5.4,327.6713,3239,74
0.008504265,70.75269076,5.4,504.4681,3240,74
0.004584533,107.2960181,5.2,243.39799,3241,75
0.003139241,114.1266005,5.2,206.55794,3242,75
0.001812684,91.50265608,5.2,336.31079,3243,75
0.002785683,115.777579,5.2,248.68715,3244,75
0.008874154,27.45378097,5.2,209.85481,3245,75
0.006080373,24.38885966,5.2,576.61603,3246,75
0.001196778,137.4048457,5.2,394.61996,3247,75
0.002895846,120.3193347,5.2,416.52783,3248,75
0.0015857,121.8283546,5.2,274.86993,3249,75
0.002221614,149.6803126,5.2,264.42551,3250,75
0.024106851,24.72003281,5.2,228.0233,3251,75
0.128825768,11.05491861,5.2,432.8886,3252,75
0.225659999,15.869079,5.2,274.5092,3253,75
0.061510553,26.6769032,5.2,333.0297,3254,75
0.023483243,50.31524512,5.2,265.5409,3255,75
0.01464918,41.75545353,5.2,420.4355,3256,75
0.033905916,41.0979751,5.2,307.42,3257,75
0.004294854,72.82808389,5.2,522.9963,3258,75
0.005886426,83.09326344,5.2,203.2111,3259,75
0.005579704,80.94491703,5.2,238.2027,3260,75
0.005122803,65.70350335,5.2,246.7284,3261,75
0.033771417,63.31179846,5.2,274.122,3262,75
0.009586879,80.98725549,5.2,270.7708,3263,75
0.008780573,95.93607764,5.2,218.1334,3264,75
0.006212329,102.9399823,5.2,281.2124,3265,75
0.00532499,88.955195,5.2,258.5682,3266,75
0.004581656,82.4315563,5.2,291.7127,3267,75
0.003772268,109.1465419,5.2,89.19601,3268,75
0.004138506,113.0882665,5.2,156.3224,3269,75
0.002941016,53.84991981,5.2,487.2012,3270,75
0.003838907,81.0932424,5.2,353.3482,3271,75
0.008437918,62.40620106,5.2,253.6669,3272,75
0.00685018,43.95189094,5.2,478.8921,3273,75
0.005494992,77.82612554,5.2,309.0803,3274,75
0.058642738,80.40345851,5.2,256.9584,3275,75
0.001116641,105.6095817,5.2,523.1513,3276,75
0.004326281,86.99837017,5.2,377.0819,3277,75
0.006955492,61.64241907,5.2,363.2759,3278,75
0.051905133,44.12120446,5.2,421.7628,3279,75
0.003045012,80.56133138,5.2,327.6713,3280,75
0.001858738,46.386185,5.2,504.4681,3281,75
0.055798064,92.33140138,5.8,243.39799,3282,76
0.017794592,87.24114332,5.8,363.31973,3283,76
0.076812233,74.15231198,5.8,206.55794,3284,76
0.058255859,40.59530445,5.8,336.31079,3285,76
0.42103848,13.38804144,5.8,480.68826,3286,76
0.06152746,52.83539978,5.8,243.66833,3287,76
0.097024596,59.55512141,5.8,248.68715,3288,76
0.013448037,87.82866174,5.8,127.1408,3289,76
0.019404499,71.6311649,5.8,131.13963,3290,76
0.111254899,31.48710798,5.8,245.74942,3291,76
0.061832634,39.48698749,5.8,228.96497,3292,76
0.090294267,53.66541871,5.8,275.56555,3293,76
0.010858609,63.24987659,5.8,290.70941,3294,76
0.058617049,79.92161848,5.8,185.37057,3295,76
0.024331832,94.71250493,5.8,171.66423,3296,76
0.028111219,65.37191165,5.8,166.97049,3297,76
0.017735636,86.37747689,5.8,255.86218,3298,76
0.007446275,80.13886695,5.8,389.23804,3299,76
0.007494434,96.51433162,5.8,165.19353,3300,76
0.011094829,102.0984434,5.8,307.31921,3301,76
0.016508328,73.14357192,5.8,215.21594,3302,76
0.005395512,121.7492599,5.8,209.85481,3303,76
0.001735292,124.646258,5.8,576.61603,3304,76
0.001407473,180.8779083,5.8,584.48499,3305,76
0.008609761,117.9523239,5.8,228.0233,3306,76
0.011629844,101.7060088,5.8,432.8886,3307,76
0.082753948,91.09024442,5.8,274.5092,3308,76
0.020096881,94.59711581,5.8,333.0297,3309,76
0.071260036,88.53248266,5.8,265.5409,3310,76
0.047361083,76.102023,5.8,420.4355,3311,76
0.131481665,68.80520836,5.8,307.42,3312,76
0.015998577,99.18130577,5.8,522.9963,3313,76
0.005379849,113.7782247,5.8,272.6518,3314,76
0.03188931,93.56297266,5.8,203.2111,3315,76
0.033151823,81.18320746,5.8,238.2027,3316,76
0.081015816,71.15368434,5.8,246.7284,3317,76
0.244972839,56.58417008,5.8,274.122,3318,76
0.039785925,70.74264174,5.8,270.7708,3319,76
0.013675843,92.91662226,5.8,218.1334,3320,76
0.043309925,76.47696929,5.8,281.2124,3321,76
0.144887373,55.85363319,5.8,258.5682,3322,76
0.11694245,35.02038703,5.8,291.7127,3323,76
0.008432187,106.7563507,5.8,136.088,3324,76
0.004078122,137.9635183,5.8,138.1374,3325,76
0.0116033,110.1540135,5.8,89.19601,3326,76
0.001528892,135.0488776,5.8,661.4196,3327,76
0.025953814,102.7953888,5.8,156.3224,3328,76
0.00246548,124.429408,5.8,325.5844,3329,76
0.009656555,103.0057248,5.8,120.869,3330,76
0.002376549,152.2679406,5.8,353.3482,3331,76
0.002985871,139.8675789,5.8,253.6669,3332,76
0.005366848,126.1461019,5.8,478.8921,3333,76
0.002819242,123.4344103,5.8,629.692,3334,76
0.013182283,130.322999,5.8,309.0803,3335,76
0.025530866,145.5094601,5.8,256.9584,3336,76
0.0209998,110.8455578,5.8,377.0819,3337,76
0.009593685,105.3042314,5.8,363.2759,3338,76
0.073926088,104.9818014,5.8,421.7628,3339,76
0.002908947,147.3067677,5.8,327.6713,3340,76
0.00170119,104.6132219,5.8,504.4681,3341,76
0.006179405,140.0864789,5.8,253.933,3342,76
0.003019031,121.841898,5.8,306.3208,3343,76
0.005786339,90.58192485,5.5,243.39799,3344,77
0.004253134,91.44252501,5.5,363.31973,3345,77
0.004547797,96.0100104,5.5,206.55794,3346,77
0.003833527,103.8375868,5.5,248.68715,3347,77
0.002415265,105.5998143,5.5,171.66423,3348,77
0.004029669,108.0985466,5.5,307.31921,3349,77
0.002384488,131.5940504,5.5,584.48499,3350,77
0.000941402,139.0783894,5.5,477.51245,3351,77
0.003063406,127.0080382,5.5,394.61996,3352,77
0.022525656,105.6382753,5.5,416.52783,3353,77
0.008867438,94.6306086,5.5,278.27405,3354,77
0.002799711,98.96128637,5.5,274.86993,3355,77
0.001891682,106.6788095,5.5,410.40256,3356,77
0.00365839,145.7866701,5.5,274.5092,3357,77
0.00588938,131.9906657,5.5,333.0297,3358,77
0.007204092,115.7790546,5.5,265.5409,3359,77
0.003895256,103.2919087,5.5,522.9963,3360,77
0.00176665,93.09433409,5.5,272.6518,3361,77
0.004089544,97.93727792,5.5,203.2111,3362,77
0.002946225,100.1511271,5.5,238.2027,3363,77
0.005031889,110.1866459,5.5,246.7284,3364,77
0.017198014,119.5689246,5.5,274.122,3365,77
0.004311291,103.0520042,5.5,270.7708,3366,77
0.004682706,93.16620377,5.5,218.1334,3367,77
0.004845355,95.38508393,5.5,281.2124,3368,77
0.003737692,107.1821424,5.5,258.5682,3369,77
0.003722273,94.88769188,5.5,136.088,3370,77
0.001530384,107.9187022,5.5,615.7157,3371,77
0.002275514,116.3181905,5.5,262.0394,3372,77
