AI,Rrup,Mw,Vs30,zh,
0.00339539,75.15337752,5.1,576.61603,1262,31
0.001897427,141.1150958,5.1,584.48499,1263,31
0.004052308,128.7903228,5.1,416.52783,1264,31
0.001705646,114.9504022,5.1,278.27405,1265,31
0.003503334,127.1690293,5.1,274.86993,1266,31
0.023372502,71.15738933,5.1,228.0233,1267,31
0.00937599,64.15680562,5.1,432.8886,1268,31
0.059682966,59.1399327,5.1,274.5092,1269,31
0.046081293,60.81141509,5.1,333.0297,1270,31
0.05804855,66.58871741,5.1,265.5409,1271,31
0.025616941,59.47886797,5.1,420.4355,1272,31
0.041847566,58.08259234,5.1,307.42,1273,31
0.006644005,81.84381881,5.1,522.9963,1274,31
0.00141188,103.8323224,5.1,272.6518,1275,31
0.007833551,86.62591093,5.1,203.2111,1276,31
0.007049298,82.22718521,5.1,238.2027,1277,31
0.016391283,70.32655166,5.1,246.7284,1278,31
0.041070785,66.5572279,5.1,274.122,1279,31
0.013743095,80.15506566,5.1,270.7708,1280,31
0.004570936,95.15735192,5.1,218.1334,1281,31
0.007578743,97.01142101,5.1,281.2124,1282,31
0.009353164,83.65781526,5.1,258.5682,1283,31
0.007346811,77.65491081,5.1,291.7127,1284,31
0.003619117,108.5869371,5.1,89.19601,1285,31
0.001948698,151.5423881,5.1,259.5523,1286,31
0.004187291,109.6729029,5.1,156.3224,1287,31
0.002129332,91.86314422,5.1,487.2012,1288,31
0.009968351,106.2944542,5.1,353.3482,1289,31
0.003073605,92.48601555,5.1,253.6669,1290,31
0.007096141,79.42919451,5.1,478.8921,1291,31
0.001163377,87.44520294,5.1,629.692,1292,31
0.005992268,95.48001133,5.1,309.0803,1293,31
0.039654186,102.9991604,5.1,256.9584,1294,31
0.001298834,121.3202235,5.1,523.1513,1295,31
0.006298989,94.00904078,5.1,377.0819,1296,31
0.014696529,77.75141694,5.1,363.2759,1297,31
0.064685527,69.95778337,5.1,421.7628,1298,31
0.01671254,56.06741864,4.8,243.39799,1299,32
0.015384438,64.98403796,4.8,363.31973,1300,32
0.013361942,67.40343361,4.8,206.55794,1301,32
0.003202535,83.54038067,4.8,336.31079,1302,32
0.00684261,78.13025329,4.8,243.66833,1303,32
0.010638474,77.76049142,4.8,248.68715,1304,32
0.010014217,104.6981128,4.8,584.48499,1305,32
0.00204543,118.7994417,4.8,477.51245,1306,32
0.007108812,104.3140724,4.8,394.61996,1307,32
0.026466847,60.571655,4.8,278.27405,1308,32
0.009870367,70.19751379,4.8,274.86993,1309,32
0.001484638,96.9650414,4.8,410.40256,1310,32
0.003655147,101.8160684,4.8,228.0233,1311,32
0.001493091,115.177259,4.8,432.8886,1312,32
0.009795648,104.5997985,4.8,274.5092,1313,32
0.016342979,88.56782744,4.8,333.0297,1314,32
0.017069445,70.94719509,4.8,265.5409,1315,32
0.010830282,82.0761587,4.8,420.4355,1316,32
0.006715083,90.80785298,4.8,307.42,1317,32
0.007859777,58.58455437,4.8,522.9963,1318,32
0.006670909,54.62432511,4.8,272.6518,1319,32
0.009470266,54.90720332,4.8,203.2111,1320,32
0.009240101,58.0618284,4.8,238.2027,1321,32
0.014840854,67.69229001,4.8,246.7284,1322,32
0.073176768,79.87358094,4.8,274.122,1323,32
0.016823376,62.71188767,4.8,270.7708,1324,32
0.047649383,53.79459006,4.8,218.1334,1325,32
0.018173468,61.21831541,4.8,281.2124,1326,32
0.018745019,71.5451545,4.8,258.5682,1327,32
0.004427713,91.24163093,4.8,291.7127,1328,32
0.002237951,92.24069666,4.8,343.7977,1329,32
0.002726056,66.15878672,4.8,298.9396,1330,32
0.008593992,54.54214161,4.8,89.19601,1331,32
0.031129369,83.90465391,4.8,259.5523,1332,32
0.003719029,73.77669932,4.8,242.8009,1333,32
0.004367769,87.41225897,4.8,821.5139,1334,32
0.007760959,66.35674687,4.8,661.4196,1335,32
0.011035328,55.80845215,4.8,156.3224,1336,32
0.003807166,60.25176761,4.8,146.4362,1337,32
0.005298702,63.91162007,4.8,120.869,1338,32
0.005592423,94.05765197,4.8,353.3482,1339,32
0.001574179,99.66831873,4.8,432.5877,1340,32
0.010822276,93.19274062,4.8,253.6669,1341,32
0.001745551,93.01021454,4.8,478.8921,1342,32
0.003159108,72.94996672,4.8,629.692,1343,32
0.006628009,72.2589037,4.8,309.0803,1344,32
0.048970951,86.18575988,4.8,256.9584,1345,32
0.005095205,85.39289718,4.8,523.1513,1346,32
0.012429139,63.63597779,4.8,386.0611,1347,32
0.009676172,56.14171559,4.8,377.0819,1348,32
0.003900351,65.97929551,4.8,363.2759,1349,32
0.024401017,77.49077754,4.8,421.7628,1350,32
0.004564767,80.19498081,4.8,253.933,1351,32
0.002713679,70.94767018,4.8,293.7617,1352,32
0.006222342,187.1068453,6.2,243.39799,1353,33
0.007241385,175.95483,6.2,206.55794,1354,33
0.004632285,156.5433293,6.2,243.66833,1355,33
0.007329037,164.7392544,6.2,248.68715,1356,33
0.009795642,162.7960012,6.2,275.56555,1357,33
0.007216739,126.8766055,6.2,432.8886,1358,33
0.003575979,144.136972,6.2,333.0297,1359,33
0.029697463,134.2179875,6.2,274.122,1360,33
0.004901282,173.550362,6.2,281.2124,1361,33
0.005914693,150.7758226,6.2,258.5682,1362,33
0.012348291,125.6518494,6.2,291.7127,1363,33
0.006824801,190.3610393,6.2,377.0819,1364,33
0.05138673,152.1455072,6.8,243.39799,1365,34
0.015490505,154.288074,6.8,363.31973,1366,34
0.082690982,141.6630232,6.8,206.55794,1367,34
0.051453454,104.0206486,6.8,336.31079,1368,34
0.023365728,88.06705538,6.8,480.68826,1369,34
0.039930984,122.569601,6.8,243.66833,1370,34
0.066333085,131.0584288,6.8,248.68715,1371,34
0.019530056,159.2713815,6.8,127.1408,1372,34
0.022398713,145.7824846,6.8,131.13963,1373,34
0.042416337,106.8147693,6.8,245.74942,1374,34
0.028880477,117.2633082,6.8,228.96497,1375,34
0.047401468,130.6200313,6.8,275.56555,1376,34
0.028800802,156.4811652,6.8,185.37057,1377,34
0.022893621,171.9805621,6.8,171.66423,1378,34
0.017507132,144.5328652,6.8,166.97049,1379,34
0.00965269,165.1064797,6.8,255.86218,1380,34
0.013343275,193.9351817,6.8,144.11224,1381,34
0.006226069,179.8490945,6.8,307.31921,1382,34
0.014681563,146.4139236,6.8,215.21594,1383,34
0.030198112,102.2243754,6.8,209.85481,1384,34
0.006087175,122.4540448,6.8,576.61603,1385,34
0.015411836,197.0629688,6.8,416.52783,1386,34
0.007897095,178.3456595,6.8,278.27405,1387,34
0.012246314,193.2621242,6.8,274.86993,1388,34
0.072457714,122.763993,6.8,228.0233,1389,34
0.070483247,94.89887607,6.8,432.8886,1390,34
0.146753473,93.71245556,6.8,274.5092,1391,34
0.045007627,109.7444532,6.8,333.0297,1392,34
0.130732451,119.7944307,6.8,265.5409,1393,34
0.091831561,102.197408,6.8,420.4355,1394,34
0.140117374,90.79247344,6.8,307.42,1395,34
0.027984328,140.1736097,6.8,522.9963,1396,34
0.018151106,163.8121067,6.8,272.6518,1397,34
0.110701166,141.5791317,6.8,203.2111,1398,34
0.047678495,131.4858843,6.8,238.2027,1399,34
0.170794886,114.7670176,6.8,246.7284,1400,34
0.338144898,98.60269895,6.8,274.122,1401,34
0.08092988,123.4485605,6.8,270.7708,1402,34
0.037825672,147.3978709,6.8,218.1334,1403,34
0.061335172,138.6835711,6.8,281.2124,1404,34
0.048335093,115.7524272,6.8,258.5682,1405,34
0.139879656,90.90759043,6.8,291.7127,1406,34
0.008042839,180.1214606,6.8,136.088,1407,34
0.012461964,190.0513222,6.8,119.6667,1408,34
0.02990465,165.2755222,6.8,89.19601,1409,34
0.051518399,161.9991438,6.8,156.3224,1410,34
0.016727294,172.1966746,6.8,146.4362,1411,34
0.02058157,168.5315523,6.8,120.869,1412,34
0.004638681,190.2422146,6.8,298.5533,1413,34
0.013620568,151.0688634,6.8,487.2012,1414,34
0.014361971,173.6523339,6.8,353.3482,1415,34
0.004059267,197.2636623,6.8,432.5877,1416,34
0.015896884,156.6437282,6.8,253.6669,1417,34
0.022914598,139.1786733,6.8,478.8921,1418,34
0.00450214,152.1967161,6.8,629.692,1419,34
0.015487827,161.8055353,6.8,309.0803,1420,34
0.142879201,170.5768933,6.8,256.9584,1421,34
0.005087953,191.0926394,6.8,523.1513,1422,34
0.0610014,155.1539174,6.8,377.0819,1423,34
0.034441558,138.2457407,6.8,363.2759,1424,34
0.395963405,128.1376932,6.8,421.7628,1425,34
0.007719405,174.5707464,6.8,293.7617,1426,34
0.004068132,132.7510231,5.1,243.39799,1427,35
0.005334739,133.5371338,5.1,206.55794,1428,35
0.00404719,104.8126944,5.1,336.31079,1429,35
0.002882685,122.5299455,5.1,243.66833,1430,35
0.006368438,130.9430011,5.1,248.68715,1431,35
0.007018173,59.71565568,5.1,209.85481,1432,35
0.004591845,72.825878,5.1,576.61603,1433,35
0.004036638,162.8722878,5.1,584.48499,1434,35
0.00143579,174.8481228,5.1,394.61996,1435,35
0.00778362,156.1744807,5.1,416.52783,1436,35
0.003026674,156.0498259,5.1,274.86993,1437,35
0.018389074,74.49121326,5.1,228.0233,1438,35
0.116328255,55.05502952,5.1,432.8886,1439,35
0.400249029,57.30801091,5.1,274.5092,1440,35
0.050624924,86.09624634,5.1,265.5409,1441,35
0.025074428,73.60568559,5.1,420.4355,1442,35
0.035113363,67.48114125,5.1,307.42,1443,35
0.0052842,113.6295499,5.1,203.2111,1444,35
0.006336399,108.4797196,5.1,238.2027,1445,35
0.013550837,92.59037304,5.1,246.7284,1446,35
0.130817784,84.26014823,5.1,274.122,1447,35
0.016789537,105.395113,5.1,270.7708,1448,35
0.004557031,123.7720909,5.1,218.1334,1449,35
0.007878647,125.1097518,5.1,281.2124,1450,35
0.0172073,107.5271123,5.1,258.5682,1451,35
0.01069038,93.64828383,5.1,291.7127,1452,35
0.007373567,182.6564658,5.1,259.5523,1453,35
0.000952351,190.2155311,5.1,821.5139,1454,35
0.001959147,98.10817256,5.1,487.2012,1455,35
0.003730235,122.7630942,5.1,353.3482,1456,35
0.002805988,105.9543396,5.1,253.6669,1457,35
0.005828597,89.90228768,5.1,478.8921,1458,35
0.001515312,107.9831172,5.1,629.692,1459,35
0.004391161,117.5404941,5.1,309.0803,1460,35
0.03279464,121.6603958,5.1,256.9584,1461,35
0.001728486,144.3754677,5.1,523.1513,1462,35
0.001969164,132.87833,5.1,386.0611,1463,35
0.006263085,120.9833756,5.1,377.0819,1464,35
0.010805958,99.73245433,5.1,363.2759,1465,35
0.077974285,86.37328154,5.1,421.7628,1466,35
0.006822653,149.1911002,5.7,243.39799,1467,36
0.010408944,147.870514,5.7,206.55794,1468,36
0.004010863,115.9533278,5.7,336.31079,1469,36
0.002321158,134.7303985,5.7,243.66833,1470,36
0.006090672,143.3789829,5.7,248.68715,1471,36
0.014493545,61.18012151,5.7,209.85481,1472,36
0.002581329,83.69573175,5.7,576.61603,1473,36
0.003538637,173.7659309,5.7,416.52783,1474,36
0.002934302,173.7896433,5.7,274.86993,1475,36
0.008761971,87.84284821,5.7,228.0233,1476,36
0.019742965,63.21135138,5.7,432.8886,1477,36
0.054639182,68.47410462,5.7,274.5092,1478,36
0.018853295,85.536126,5.7,333.0297,1479,36
0.048697038,102.9689365,5.7,265.5409,1480,36
0.01550179,88.55497302,5.7,420.4355,1481,36
0.03083625,80.24288171,5.7,307.42,1482,36
0.005279668,124.6809351,5.7,522.9963,1483,36
0.00806405,131.0427982,5.7,203.2111,1484,36
0.008531766,125.1147598,5.7,238.2027,1485,36
0.011932368,108.3666733,5.7,246.7284,1486,36
0.07616768,97.61394416,5.7,274.122,1487,36
0.014380303,121.0662978,5.7,270.7708,1488,36
0.005991857,140.7763703,5.7,218.1334,1489,36
0.009649948,140.4428063,5.7,281.2124,1490,36
0.009816697,121.168173,5.7,258.5682,1491,36
0.008579713,103.2425929,5.7,291.7127,1492,36
0.001666574,199.8211145,5.7,259.5523,1493,36
0.002781861,111.1433571,5.7,487.2012,1494,36
0.002731734,138.5530344,5.7,353.3482,1495,36
0.003016867,121.4737873,5.7,253.6669,1496,36
0.006122972,105.1467645,5.7,478.8921,1497,36
0.004216083,135.144937,5.7,309.0803,1498,36
0.038244584,138.2312037,5.7,256.9584,1499,36
0.007578821,138.9627324,5.7,377.0819,1500,36
0.006142768,117.4476916,5.7,363.2759,1501,36
0.042454012,103.2769555,5.7,421.7628,1502,36
0.006364073,151.1047012,6.2,127.1408,1503,37
0.011550932,151.8231236,6.2,185.37057,1504,37
0.010358946,136.3587294,6.2,171.66423,1505,37
0.057187434,119.4588292,6.2,144.11224,1506,37
0.006347083,142.3324741,6.2,165.19353,1507,37
0.005056076,128.8859778,6.2,307.31921,1508,37
0.001838925,193.2131965,6.2,343.87286,1509,37
0.002991712,176.4333039,6.2,278.27405,1510,37
0.00203676,165.3348335,6.2,390.56384,1511,37
0.002613743,152.8470492,6.2,762.54822,1512,37
0.003257398,143.9306454,6.2,410.40256,1513,37
0.017977414,129.328242,6.2,136.088,1514,37
0.022506545,118.4612608,6.2,119.6667,1515,37
0.00251932,111.2889017,6.2,615.7157,1516,37
0.010878941,102.8622796,6.2,262.0394,1517,37
0.003823778,105.1712126,6.2,458.2165,1518,37
0.011365654,112.8287801,6.2,382.2518,1519,37
0.007216466,102.1634354,6.2,381.2995,1520,37
0.012584928,108.2071167,6.2,343.7977,1521,37
0.046272618,100.2163189,6.2,138.1374,1522,37
0.008175763,92.1356349,6.2,375.5872,1523,37
0.004774266,102.6189327,6.2,670.2175,1524,37
0.009690638,85.79699488,6.2,473.4697,1525,37
0.086478932,74.17291542,6.2,99.70285,1526,37
0.074196673,77.27033805,6.2,396.2268,1527,37
0.005010496,171.2224158,6.2,456.5407,1528,37
0.005710575,161.9601722,6.2,376.7256,1529,37
0.019525817,136.882291,6.2,295.9659,1530,37
0.060829509,135.6840816,6.2,185,1531,37
0.021008524,119.7382532,6.2,300.8308,1532,37
0.01033495,90.99855164,6.2,457.6144,1533,37
0.0074243,169.9689807,6.2,89.19601,1534,37
0.003279103,148.8703501,6.2,259.5523,1535,37
0.002155789,135.5383179,6.2,821.5139,1536,37
0.008752887,164.9552147,6.2,156.3224,1537,37
0.002743556,144.2153095,6.2,325.5844,1538,37
0.010582965,153.4394494,6.2,146.4362,1539,37
0.012697824,150.1046324,6.2,120.869,1540,37
0.009468467,134.1963189,6.2,298.5533,1541,37
0.024592505,128.8324379,6.2,346.2746,1542,37
0.164037932,61.43601204,6.2,399.9957,1543,37
0.21217905,54.59012247,6.2,309.6915,1544,37
0.944361966,47.57179575,6.2,199.3158,1545,37
0.344286543,32.28920566,6.2,486.1633,1546,37
0.638893032,27.03889268,6.2,211.9324,1547,37
0.117109665,30.14871665,6.2,576.5403,1548,37
0.100463081,43.29746231,6.2,459.312,1549,37
0.211632281,45.00049719,6.2,360.4274,1550,37
0.033103341,55.07961069,6.2,443.9416,1551,37
0.040974198,65.35087267,6.2,314.4844,1552,37
1.326431259,45.21232609,6.2,323.0094,1553,37
0.144996989,37.58020728,6.2,369.3285,1554,37
0.853114176,28.59032763,6.2,130.5803,1555,37
0.648825665,24.58562496,6.2,375.2507,1556,37
0.152045824,49.18693375,6.2,529.2412,1557,37
0.60047842,21.86429272,6.2,224.2975,1558,37
0.19839148,35.93746957,6.2,308.4477,1559,37
0.970880582,26.42403502,6.2,302.2495,1560,37
0.111101267,44.90097013,6.2,662.6323,1561,37
0.003158192,117.5018834,6.2,350.0002,1562,37
0.002686425,112.6596427,6.2,463.8018,1563,37
0.026875659,125.3186518,6.2,253.933,1564,37
0.014013464,116.8850547,6.2,321.4917,1565,37
0.022211027,113.6842875,6.2,278.458,1566,37
0.020722437,128.3253034,6.2,306.3208,1567,37
0.008778271,140.4623281,6.2,293.7617,1568,37
0.00972513,75.87032905,6.2,430.6437,1569,37
0.017872768,80.90450698,6.2,298.2384,1570,37
0.080973198,77.0939709,6.2,264.1159,1571,37
0.003662038,112.1558146,6.2,540.6636,1572,37
0.00988221,110.3191016,6.2,1044.785,1573,37
0.045352031,93.75428086,6.2,303.7069,1574,37
0.032243493,74.90516402,6.2,455.1924,1575,37
0.040309377,96.87854211,6.2,384.4722,1576,37
0.056893662,90.07135617,6.2,186.1839,1577,37
0.025619777,70.92722072,6.2,420.9702,1578,37
0.098217019,51.02839605,6.2,403.4972,1579,37
0.010613869,68.01747775,6.2,526.4553,1580,37
0.080572402,73.30797267,6.2,260.7138,1581,37
0.007744131,104.6786894,6.2,537.7812,1582,37
0.014378314,89.42538947,5.1,243.39799,1583,38
0.003727484,100.175185,5.1,363.31973,1584,38
0.011096277,102.8893957,5.1,206.55794,1585,38
0.003137169,114.9863981,5.1,336.31079,1586,38
0.003207684,112.5209718,5.1,243.66833,1587,38
0.007958139,112.9656074,5.1,248.68715,1588,38
0.002799996,138.4704246,5.1,307.31921,1589,38
0.001600574,139.2324628,5.1,209.85481,1590,38
0.001330403,116.9245519,5.1,576.61603,1591,38
0.005231392,102.0258201,5.1,584.48499,1592,38
0.002379856,114.2625617,5.1,477.51245,1593,38
0.00589789,103.2820293,5.1,394.61996,1594,38
0.001571316,118.2025227,5.1,351.03799,1595,38
0.02143296,86.03107858,5.1,416.52783,1596,38
0.027298972,80.49778728,5.1,278.27405,1597,38
0.00952173,84.46203045,5.1,274.86993,1598,38
0.005107874,108.5067054,5.1,228.0233,1599,38
0.003056771,125.0693039,5.1,432.8886,1600,38
0.010871533,117.5404148,5.1,274.5092,1601,38
0.016369547,102.5872881,5.1,333.0297,1602,38
0.02274868,91.04425977,5.1,265.5409,1603,38
0.00904808,102.2276995,5.1,420.4355,1604,38
0.005113844,110.8796222,5.1,307.42,1605,38
0.014386057,81.59833596,5.1,522.9963,1606,38
0.015480455,79.72500991,5.1,272.6518,1607,38
0.0271576,82.76589664,5.1,203.2111,1608,38
0.00723399,87.95727989,5.1,238.2027,1609,38
0.016825475,94.60013754,5.1,246.7284,1610,38
0.098757115,106.1278655,5.1,274.122,1611,38
0.013612369,93.5675134,5.1,270.7708,1612,38
0.014162427,85.04210155,5.1,218.1334,1613,38
0.014313307,95.73166033,5.1,281.2124,1614,38
0.013853654,103.8506879,5.1,258.5682,1615,38
0.003209368,120.0504508,5.1,291.7127,1616,38
0.002263712,120.0124624,5.1,343.7977,1617,38
0.004142725,129.9334279,5.1,138.1374,1618,38
0.001994337,150.8847062,5.1,99.70285,1619,38
0.001884696,85.93622345,5.1,298.9396,1620,38
0.006751734,83.22477854,5.1,89.19601,1621,38
0.008366941,98.46873956,5.1,259.5523,1622,38
0.003638259,93.30085572,5.1,242.8009,1623,38
0.001278645,104.2942665,5.1,821.5139,1624,38
0.011571362,88.91785364,5.1,661.4196,1625,38
0.006520301,87.61317946,5.1,156.3224,1626,38
0.004221687,93.83692423,5.1,325.5844,1627,38
0.003060793,91.45031122,5.1,146.4362,1628,38
0.005100522,97.23292946,5.1,120.869,1629,38
0.001483892,163.9183348,5.1,399.9957,1630,38
0.009185136,94.54030223,5.1,353.3482,1631,38
0.002606832,97.72353311,5.1,432.5877,1632,38
0.007756015,95.85529945,5.1,253.6669,1633,38
0.005259719,98.63719495,5.1,478.8921,1634,38
0.00516372,83.65461839,5.1,629.692,1635,38
0.018152657,82.08658241,5.1,309.0803,1636,38
0.353192903,89.35335606,5.1,256.9584,1637,38
0.007687755,88.52243541,5.1,523.1513,1638,38
0.016127804,78.77692152,5.1,386.0611,1639,38
0.026656936,78.56174332,5.1,377.0819,1640,38
0.005672284,83.44536457,5.1,363.2759,1641,38
0.029012958,91.16248392,5.1,421.7628,1642,38
0.01815051,105.3665834,5.1,253.933,1643,38
0.002285009,114.0369622,5.1,321.4917,1644,38
0.002094461,190.9222521,5.1,430.6437,1645,38
0.003557262,131.5222645,5.1,303.7069,1646,38
0.001287524,137.7402468,5.1,384.4722,1647,38
0.246864545,120.429861,7.8,363.31973,1648,39
1.076457849,107.817197,7.8,206.55794,1649,39
0.819003453,57.28887888,7.8,480.68826,1650,39
0.699620289,88.87408043,7.8,243.66833,1651,39
0.363336796,125.1776403,7.8,127.1408,1652,39
0.35631839,111.8327299,7.8,131.13963,1653,39
0.227606401,108.9384033,7.8,290.70941,1654,39
0.47986393,138.2269767,7.8,171.66423,1655,39
0.456011506,112.8115728,7.8,166.97049,1656,39
0.207979036,131.9958112,7.8,255.86218,1657,39
0.042848044,127.7356006,7.8,389.23804,1658,39
0.212154518,160.9004894,7.8,144.11224,1659,39
0.09970363,143.6378913,7.8,165.19353,1660,39
0.009899282,172.0280612,7.8,743.37653,1661,39
0.174317015,146.1822579,7.8,307.31921,1662,39
0.148482074,92.87726134,7.8,209.85481,1663,39
0.073953481,186.8379705,7.8,584.48499,1664,39
0.107041795,194.8457443,7.8,394.61996,1665,39
0.033689732,195.706752,7.8,292.66544,1666,39
0.05815932,182.9193118,7.8,346.97205,1667,39
0.127948152,162.8909092,7.8,274.86993,1668,39
0.103178969,177.6939579,7.8,359.18896,1669,39
0.071833,192.8691167,7.8,264.42551,1670,39
0.023634296,199.9159098,7.8,410.40256,1671,39
0.637248594,103.7895691,7.8,228.0233,1672,39
4.043238056,74.22624704,7.8,274.5092,1673,39
0.338559834,110.5408752,7.8,522.9963,1674,39
1.206578674,84.10273083,7.8,246.7284,1675,39
0.360478038,115.1264254,7.8,218.1334,1676,39
0.810636588,105.2971331,7.8,281.2124,1677,39
0.160979636,145.9564682,7.8,136.088,1678,39
0.212899652,155.90752,7.8,119.6667,1679,39
0.023174264,162.9124669,7.8,615.7157,1680,39
0.050209479,173.3415236,7.8,262.0394,1681,39
0.027151155,168.6835937,7.8,458.2165,1682,39
0.0664751,162.5499133,7.8,382.2518,1683,39
0.043546456,171.9762154,7.8,381.2995,1684,39
0.037859088,174.8487259,7.8,343.7977,1685,39
0.088927925,177.1878957,7.8,138.1374,1686,39
0.092744218,183.0108695,7.8,375.5872,1687,39
0.005986188,187.8636346,7.8,670.2175,1688,39
0.011740469,192.5761201,7.8,473.4697,1689,39
0.031726375,176.8823485,7.8,316.2039,1690,39
0.037249741,159.5522264,7.8,298.9396,1691,39
0.310394059,133.0582777,7.8,89.19601,1692,39
0.014024331,170.6040484,7.8,242.8009,1693,39
0.026993084,187.6883159,7.8,821.5139,1694,39
0.042441104,159.4528908,7.8,661.4196,1695,39
0.558921606,129.0777455,7.8,156.3224,1696,39
0.069055298,153.1183658,7.8,325.5844,1697,39
0.308871031,134.8182647,7.8,120.869,1698,39
0.007122251,168.0393068,7.8,735.3477,1699,39
0.091336595,156.6318323,7.8,298.5533,1700,39
0.045929178,172.6827398,7.8,432.5877,1701,39
0.058595438,126.1065229,7.8,629.692,1702,39
4.658141637,146.0930373,7.8,256.9584,1703,39
0.006910711,188.1954034,7.8,350.0002,1704,39
0.006712768,185.5002465,7.8,463.8018,1705,39
0.099069309,171.5113244,7.8,253.933,1706,39
0.0701518,166.6500382,7.8,321.4917,1707,39
0.07787311,167.3856945,7.8,278.458,1708,39
0.071714186,156.1189331,7.8,306.3208,1709,39
0.010288305,150.9149967,6.2,243.39799,1710,40
0.018506448,175.0333614,6.2,206.55794,1711,40
0.00173094,192.1290852,6.2,243.66833,1712,40
0.005953651,191.1325845,6.2,248.68715,1713,40
0.050447021,52.74869208,6.2,584.48499,1714,40
0.150830512,32.82578376,6.2,477.51245,1715,40
0.046168938,48.37722975,6.2,394.61996,1716,40
0.148799365,33.48261115,6.2,343.87286,1717,40
0.008533879,45.06402503,6.2,353.92551,1718,40
0.029277171,46.66289011,6.2,351.03799,1719,40
0.005449541,60.55750489,6.2,292.66544,1720,40
0.011409778,82.27754047,6.2,416.52783,1721,40
0.010633167,108.6703253,6.2,278.27405,1722,40
0.008743553,93.8189283,6.2,274.86993,1723,40
0.008954199,74.40850966,6.2,264.42551,1724,40
0.002572239,62.9926102,6.2,390.56384,1725,40
0.002181011,158.2806285,6.2,333.0297,1726,40
0.009327827,150.5802586,6.2,265.5409,1727,40
0.003839917,168.5854444,6.2,420.4355,1728,40
0.004324008,134.9527071,6.2,522.9963,1729,40
0.00823934,123.2231661,6.2,272.6518,1730,40
0.008026407,141.0845922,6.2,203.2111,1731,40
0.007912132,153.7538411,6.2,238.2027,1732,40
0.011115879,164.3377479,6.2,246.7284,1733,40
0.039742605,181.4733762,6.2,274.122,1734,40
0.017009433,164.5231258,6.2,270.7708,1735,40
0.021471067,144.9783982,6.2,218.1334,1736,40
0.008525252,165.729906,6.2,281.2124,1737,40
0.006923782,181.0504358,6.2,258.5682,1738,40
0.16313559,18.80151185,6.2,336.4518,1739,40
0.052404844,32.69296793,6.2,305.2342,1740,40
0.05983228,24.79865729,6.2,596.107,1741,40
0.009703857,44.11834063,6.2,458.9865,1742,40
0.005219197,57.63407397,6.2,346.684,1743,40
0.005267887,63.44884265,6.2,456.5407,1744,40
0.008415629,103.6331026,6.2,185,1745,40
0.005591652,89.16648285,6.2,316.2039,1746,40
0.017188286,131.3157691,6.2,89.19601,1747,40
0.026544639,97.22996763,6.2,259.5523,1748,40
0.012143409,142.3962696,6.2,156.3224,1749,40
0.006838541,142.0910635,6.2,146.4362,1750,40
0.003599373,154.3405497,6.2,120.869,1751,40
0.003133988,98.19508772,6.2,498.6939,1752,40
0.003245499,92.39666126,6.2,353.3482,1753,40
0.00822727,67.60791809,6.2,432.5877,1754,40
0.002303175,110.647824,6.2,253.6669,1755,40
0.002143962,114.3975145,6.2,629.692,1756,40
0.008946433,105.2767478,6.2,309.0803,1757,40
0.030530388,94.6977523,6.2,256.9584,1758,40
0.005925106,75.84285597,6.2,523.1513,1759,40
0.013578065,123.1886929,6.2,377.0819,1760,40
0.00282568,131.1682916,6.2,363.2759,1761,40
0.013260387,138.889029,6.2,421.7628,1762,40
0.023985369,121.0323915,5.7,243.39799,1763,41
0.008881356,127.9710492,5.7,363.31973,1764,41
0.032352111,117.0531807,5.7,206.55794,1765,41
0.034938517,83.0889754,5.7,336.31079,1766,41
0.007516398,83.3304801,5.7,480.68826,1767,41
0.01421592,102.3565841,5.7,243.66833,1768,41
0.022425739,111.1928674,5.7,248.68715,1769,41
0.009642284,136.3508367,5.7,127.1408,1770,41
0.007835565,127.0561495,5.7,131.13963,1771,41
0.023533436,94.93195443,5.7,245.74942,1772,41
0.01465493,107.0344689,5.7,228.96497,1773,41
0.018027711,117.3050265,5.7,275.56555,1774,41
0.00993517,140.177428,5.7,185.37057,1775,41
0.007834987,126.6145438,5.7,215.21594,1776,41
0.018106303,60.16902427,5.7,209.85481,1777,41
0.006004365,76.71614737,5.7,576.61603,1778,41
0.001524486,166.3143891,5.7,584.48499,1779,41
0.003305377,187.766293,5.7,477.51245,1780,41
0.002608601,176.7694923,5.7,394.61996,1781,41
0.004527242,154.914887,5.7,416.52783,1782,41
0.004116012,139.4221003,5.7,278.27405,1783,41
0.005311304,152.9319297,5.7,274.86993,1784,41
0.029071087,76.90899825,5.7,228.0233,1785,41
0.117880785,50.71673723,5.7,432.8886,1786,41
0.350019557,49.91287743,5.7,274.5092,1787,41
0.058351737,66.04780357,5.7,333.0297,1788,41
0.104268106,79.38907767,5.7,265.5409,1789,41
0.241914692,62.8031923,5.7,420.4355,1790,41
0.321788549,52.68395865,5.7,307.42,1791,41
0.014403372,101.0462286,5.7,522.9963,1792,41
0.006643799,126.4172788,5.7,272.6518,1793,41
0.021345873,105.3004818,5.7,203.2111,1794,41
0.020870919,97.51567173,5.7,238.2027,1795,41
0.04858332,80.18075941,5.7,246.7284,1796,41
0.598041663,67.07233987,5.7,274.122,1797,41
0.037746288,91.90670533,5.7,270.7708,1798,41
0.023088472,113.7174785,5.7,218.1334,1799,41
0.031036829,110.6006712,5.7,281.2124,1800,41
0.041064636,89.77212474,5.7,258.5682,1801,41
